item_id	stable_business_key	source_path	source_key	source_field	japanese_or_source_original	seed_cn	seed_origin	current_cn	suggested_cn	final_value	source_record_sha256	target_contract_sha256	review_status	final_origin	machine_translated
LOW-MT-00351	i18n/frontend-strings.tsv#060a6c790aa60393aaa6a2cc/candidate_cn	i18n/frontend-strings.tsv	060a6c790aa60393aaa6a2cc	candidate_cn	GachaResultへ	前往扭蛋结果	current	前往扭蛋结果		前往扭蛋结果	8c5ad7a1d963e4eca2ff0cd7a2212175d4ba1c2971e7ac038923e8ec08dd56ef	5ca1e3175544600b6b77922ee3480153414cf9818150ee4b9ba41a1f2a41e180	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00352	i18n/frontend-strings.tsv#063fce2a3d8f424706909b50/candidate_cn	i18n/frontend-strings.tsv	063fce2a3d8f424706909b50	candidate_cn	\\x3cspan\\x3e所要時間\\x3c/span\\x3e	\\x3cspan\\x3e所需时间\\x3c/span\\x3e	current	\\x3cspan\\x3e所需时间\\x3c/span\\x3e		\\x3cspan\\x3e所需时间\\x3c/span\\x3e	237ca9feb4427edea9f5a338fc942ead1bca01c7e5779d08782f8b5fca5a28ca	9f306b31b3d26c8ab0036de1c9058b121c113a0dbd6e3c699825aec7dd959832	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00353	i18n/frontend-strings.tsv#067183697567b70d00d8fb53/candidate_cn	i18n/frontend-strings.tsv	067183697567b70d00d8fb53	candidate_cn	回復します。	即将回复。	current	即将回复。		即将回复。	3a64ab27b34185123354917aac9d1ddf29e0e0a9f9c105333219743726c392db	4b53bec65bf2512ec5bf914b023f45c0330a4999eea52a2ef63521fef4754ea9	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00354	i18n/frontend-strings.tsv#0680accee9167a9f1b2f36a5/candidate_cn	i18n/frontend-strings.tsv	0680accee9167a9f1b2f36a5	candidate_cn	BATTLE ◆ 中級	BATTLE ◆ 中级	current	BATTLE ◆ 中级		BATTLE ◆ 中级	895e4f5ac2fd3e5ae732da9272b0e98564df128e71d8a8145bfbcaa1a653583f	32ac330da9f4597f097f702b885d2f27f65b8a1cd77c09768d676848e2717eb0	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00356	i18n/frontend-strings.tsv#06a1553feab7bb0a20976edc/candidate_cn	i18n/frontend-strings.tsv	06a1553feab7bb0a20976edc	candidate_cn	挑戦する	挑战	current	挑战		挑战	a0c85278982533f8c07bcf32e03c1b1bf2250a461f1b6ea78a2f26d5a4d3ca56	6e459763bbd40178066e2258186059a4964cee3205a33ee071883e1ea3783ce8	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00357	i18n/frontend-strings.tsv#06a4eddeb559f340a54406ba/candidate_cn	i18n/frontend-strings.tsv	06a4eddeb559f340a54406ba	candidate_cn	所持可能なメモリアの上限を100枠以上超えています。\\x3cbr\\x3eメモリアの所持枠を空けてください。	记忆结晶持有数已超出上限 100 格以上。\\x3cbr\\x3e请先腾出记忆结晶的持有格。	current	记忆结晶持有数已超出上限 100 格以上。\\x3cbr\\x3e请先腾出记忆结晶的持有格。		记忆结晶持有数已超出上限 100 格以上。\\x3cbr\\x3e请先腾出记忆结晶的持有格。	c501f50a171fb7a870936b2f9bf11b42d8319e387abf4aa416a229d86cc94163	274ab08a3ed21d872d4019494aa9c221574dc7b5e00544739e951668f17fc7c2	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00358	i18n/frontend-strings.tsv#06c24ec29ee01f2cc7b248c6/candidate_cn	i18n/frontend-strings.tsv	06c24ec29ee01f2cc7b248c6	candidate_cn	使用ジェム選択	选择使用宝石	current	选择使用宝石		选择使用宝石	1fe8a7187f55ecf9a4cf471a9645f289b15ad3de96eeb7be5b5f8cf9f588fa9a	53ec5a1388381c3cde7cad3a475acb4016f337b4eda255c11aee0a0cf9058dcc	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00359	i18n/frontend-strings.tsv#06cb61869bbd44c9e4b2d7b3/candidate_cn	i18n/frontend-strings.tsv	06cb61869bbd44c9e4b2d7b3	candidate_cn	遊び方詳細	玩法详情	current	玩法详情		玩法详情	e3e931b701bd0ba1757f62a505225edc67eef49df9bbd8956d462aeadc885746	caf2ac99bb407d9572e18ce69a345035dd8923687cd0a7fda3ae1565371386bb	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00360	i18n/frontend-strings.tsv#07597a251cb6bca821fa96cd/candidate_cn	i18n/frontend-strings.tsv	07597a251cb6bca821fa96cd	candidate_cn	&nbsp;&nbsp;挑戦中	&nbsp;&nbsp;挑战中	current	&nbsp;&nbsp;挑战中		&nbsp;&nbsp;挑战中	0e29e77cb40c25a250c1353363f86f74e888aa0cf714a0b837ec8c263cf29c50	b2cf141b6961ef49a6c857cecf9de267782177cd0f0407e7daf5f1c6e492d862	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00361	i18n/frontend-strings.tsv#079df239c4be49cb8b2fce95/candidate_cn	i18n/frontend-strings.tsv	079df239c4be49cb8b2fce95	candidate_cn	"マギアストーンが<span class=""c_pink"">"	"魔法石<span class=""c_pink"">"	current	"魔法石<span class=""c_pink"">"		"魔法石<span class=""c_pink"">"	ff72f7cad9bb77f2f66d72d1e709ad9a825bab72c853e70defcc30c4de913411	d768d1480ad0076ce6de3078f843623994c6bd4c1b488f4f04a2b2332e23f848	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00362	i18n/frontend-strings.tsv#07b0196729865a7ccba21f0c/candidate_cn	i18n/frontend-strings.tsv	07b0196729865a7ccba21f0c	candidate_cn	イベント編成	活动编成	current	活动编成		活动编成	52677d781a77faced926ab3cd15ca2c1d9190b50c3395a1c4f88aafee381843d	ad0514f90278bbcb47f0c8b1a70ba227c45babe29336c6d4fa34ee73336026ee	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00364	i18n/frontend-strings.tsv#082198e5bcc57126834aac91/candidate_cn	i18n/frontend-strings.tsv	082198e5bcc57126834aac91	candidate_cn	\\x3cp\\x3e仲間にした魔法少女を\\x3cbr\\x3eチームに入れてみましょう\\x3c/p\\x3e	\\x3cp\\x3e把成为伙伴的魔法少女\\x3cbr\\x3e加进队伍吧\\x3c/p\\x3e	current	\\x3cp\\x3e把成为伙伴的魔法少女\\x3cbr\\x3e加进队伍吧\\x3c/p\\x3e		\\x3cp\\x3e把成为伙伴的魔法少女\\x3cbr\\x3e加进队伍吧\\x3c/p\\x3e	d7680f223e63548b33461ee67d0344d312c46a8c32b73b4fa50d8bc1d3687487	2ef7578221f3c2acfb6ed6aadb3bbcde814743dd7b7fb746a14cd8c2912ea580	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00365	i18n/frontend-strings.tsv#0837658bb92980c9439bcdac/candidate_cn	i18n/frontend-strings.tsv	0837658bb92980c9439bcdac	candidate_cn	・【重要】サービス終了のお知らせ	·【重要】服务终止公告	current	·【重要】服务终止公告		·【重要】服务终止公告	eca07c77456dd7761790b9a10bdd4f5456ea74920d6918733580266731724faa	cfbe22cc1ac83f8c6e215726ab27a11e2bf494cea8726c5dba55aee93903bfec	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00366	i18n/frontend-strings.tsv#085b2e55979389376bfc4d07/candidate_cn	i18n/frontend-strings.tsv	085b2e55979389376bfc4d07	candidate_cn	合計補助ダメージ	合计辅助伤害	current	合计辅助伤害		合计辅助伤害	fd31d8d9b3756e4974a18fbee725915bb1088c29df8245d296198fe9889ef150	e42fbd466e8787f2bddd1180edd59c9f80dcb5e511e2347bae6cc07ce4f1708a	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00367	i18n/frontend-strings.tsv#087232c763a661d2323be719/candidate_cn	i18n/frontend-strings.tsv	087232c763a661d2323be719	candidate_cn	ブレイクチャンス	破防机会	current	破防机会		破防机会	1402d2f568bbbbc0da070a9b48b585cd098af1327682602d68089f6787bdc790	e037dfccebe5be8c446021ce8f607531edf3b0d32393341ffe055bc8c764ce33	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00368	i18n/frontend-strings.tsv#08b0e8ee2d5f777ba8829932/candidate_cn	i18n/frontend-strings.tsv	08b0e8ee2d5f777ba8829932	candidate_cn	ミラーズランキングの結果集計中	镜界排名结果统计中	current	镜界排名结果统计中		镜界排名结果统计中	b152735a82b925f6f9efaf1c503ac4e32b7d6fd539c6cf8f3ab547f4a649ddc3	879036460a50e405577856829ff9f5d5f190ddd08490be43d5338012c17b9a2a	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00370	i18n/frontend-strings.tsv#08da50b3a6aaf5160b1439b5/candidate_cn	i18n/frontend-strings.tsv	08da50b3a6aaf5160b1439b5	candidate_cn	チーム４に編成をコピーします。\\x3cbr\\x3e編成画面に移動した段階ではまだ保存されていません。\\x3cbr\\x3e所持していない魔法少女・魔法陣形はコピーされません。	将编成复制到队伍4。\\x3cbr\\x3e进入编成界面时尚未保存。\\x3cbr\\x3e未持有的魔法少女·魔法阵型不会被复制。	current	将编成复制到队伍4。\\x3cbr\\x3e进入编成界面时尚未保存。\\x3cbr\\x3e未持有的魔法少女·魔法阵型不会被复制。		将编成复制到队伍4。\\x3cbr\\x3e进入编成界面时尚未保存。\\x3cbr\\x3e未持有的魔法少女·魔法阵型不会被复制。	0cff773751082965e8dea7c4e742e4aa01cb1e0d46242f11e35a39407b80ccb8	7603e39a94d38162de0f866bf9e91924a6f5b1d169fc12a72301cfa91ac85fca	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00372	i18n/frontend-strings.tsv#0943fc43dcc4311c6c050795/candidate_cn	i18n/frontend-strings.tsv	0943fc43dcc4311c6c050795	candidate_cn	【鏡】	【镜】	current	【镜】		【镜】	3897dce23d181ad21b60f3a942d96279b9017e04c0090f5ebe00fffa8cea6587	e9a100986e9a8b76672b0a59c1ccbfa648ca6d4bfee0aa661a61eb756889c737	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00373	i18n/frontend-strings.tsv#097736fcc06aa0f23e5a096e/candidate_cn	i18n/frontend-strings.tsv	097736fcc06aa0f23e5a096e	candidate_cn	最終攻撃	最终攻击	current	最终攻击		最终攻击	b5280422de2f1e4635a7095b8c6b68d44c27f7b4ccc0bcdd5f048c5057f111ce	b3f792f6e99096888e076bd160bb8567246e3d3c0f077765d1dfc3990f589550	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00374	i18n/frontend-strings.tsv#0a27606ee39875e11af8479c/candidate_cn	i18n/frontend-strings.tsv	0a27606ee39875e11af8479c	candidate_cn	CCで売却します。	以CC出售。	current	以CC出售。		以CC出售。	b519de6d10be4a7efc86c2edb270f6dafea3b6f801c00cfea39babe72f84e509	30774c86d51f68841ef3a0d567120b4d881ec3f19ef3806a6c4651596f9617e5	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00375	i18n/frontend-strings.tsv#0a5f53a02567e096701fcaa1/candidate_cn	i18n/frontend-strings.tsv	0a5f53a02567e096701fcaa1	candidate_cn	ロック中	已锁定	current	已锁定		已锁定	09bc0892406d538d6e2d895510a2e6c7a2055ac75c55c6cb9bec59a59daec81c	b42a4186798cbd008c8405846636b6a8714fc8cd3fb2e759c5e991897307c05f	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00376	i18n/frontend-strings.tsv#0ac8eadd66f9ed4843c3230a/candidate_cn	i18n/frontend-strings.tsv	0ac8eadd66f9ed4843c3230a	candidate_cn	本日分の対戦回数の上限に達しています。\\x3cbr\\x3e対戦回数は16:00にリセットされます。	今日对战次数已达上限。\\x3cbr\\x3e对战次数将于16:00重置。	current	今日对战次数已达上限。\\x3cbr\\x3e对战次数将于16:00重置。		今日对战次数已达上限。\\x3cbr\\x3e对战次数将于16:00重置。	a96dcf74bee9af492e4ca2efaa63b4a21573f771a2330d9eecd2ae4abcfeb6c7	8153604cfc1162f7f9ade0162edb6927ce1cc0824b48580b39e58e52fae7ec68	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00377	i18n/frontend-strings.tsv#0b210eab3f4e2fff51f84222/candidate_cn	i18n/frontend-strings.tsv	0b210eab3f4e2fff51f84222	candidate_cn	ダメージ	伤害	current	伤害		伤害	6df969bf9c3c078ad7c63e544f9ad6499198967c1f6420a6c9ce5f8d724b0f7d	f8887984d341f02206e03441c526902c9adfbc50ec6187a40b0790c960ffe44e	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00378	i18n/frontend-strings.tsv#0b6142dd58df4c59949f2629/candidate_cn	i18n/frontend-strings.tsv	0b6142dd58df4c59949f2629	candidate_cn	プレイヤー名を入力してください。	请输入玩家名。	current	请输入玩家名。		请输入玩家名。	e96ed231053b0ff8130cc4125dbbe7c79664dbb12332b33800637c88189977b9	133095b21c0a7f856eb6f340551468b59c36fd2b22f1b4f4aae234cf511c5283	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00379	i18n/frontend-strings.tsv#0bc006bb5a553002ff3c7ca9/candidate_cn	i18n/frontend-strings.tsv	0bc006bb5a553002ff3c7ca9	candidate_cn	制圧中を除くチーム編成を解散します。\\x3cbr\\x3eよろしいですか？	将解散除制压中以外的队伍编成。\\x3cbr\\x3e确定吗？	current	将解散除制压中以外的队伍编成。\\x3cbr\\x3e确定吗？		将解散除制压中以外的队伍编成。\\x3cbr\\x3e确定吗？	d3f2bcf14c82f72d27214c92f9ef79172a044dc6ccce67f8fd1e63862421e537	b5f16256695e57e8a987a1254efe28431d02f5942334f597574286876bbbe8ef	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00380	i18n/frontend-strings.tsv#0bccade660c8f21526f927c4/candidate_cn	i18n/frontend-strings.tsv	0bccade660c8f21526f927c4	candidate_cn	選択されたディスクをタッチするとキャンセルされて@ディスクを選び直すことができます	点击已选中的圆盘即可取消@从而重新选择圆盘	current	点击已选中的圆盘即可取消@从而重新选择圆盘		点击已选中的圆盘即可取消@从而重新选择圆盘	0535d01b6b764e0e18ebf0ef33e60f7390d56e12306232a14fc03a4066c5af7d	816d43bf5567811e808b70179ed0e5a86445b689e947d3d591033668286e36e3	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00381	i18n/frontend-strings.tsv#0bd35fbc152feaa6a313facf/candidate_cn	i18n/frontend-strings.tsv	0bd35fbc152feaa6a313facf	candidate_cn	分前	分钟前	current	分钟前		分钟前	e315517bb1dadf25bba05bc676901d635c2235e4abdd4e27aa233c5bc6ec38f0	392baecfe0685df677d61b11dab69c7fb8a0e5dc7be06a2bbba1ace3652b42b1	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00382	i18n/frontend-strings.tsv#0bf372de06ffceab652859ba/candidate_cn	i18n/frontend-strings.tsv	0bf372de06ffceab652859ba	candidate_cn	引き継ぎMP	继承MP	current	继承MP		继承MP	b2d353e897c35fc28430cef9a8533664ecdfae4abea0f0f614872da5e302ed81	8b391c49c02b79834c333a68f112741df03411ee76e12428dc33479c5f7f6aa7	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00383	i18n/frontend-strings.tsv#0c1522a769251241b54b7d53/candidate_cn	i18n/frontend-strings.tsv	0c1522a769251241b54b7d53	candidate_cn	グループ戦	小组战	current	小组战		小组战	c36c2b7a9bcd1c717f321a0d2b8cb8434754630da466dd44cd2c8f0cf30532e5	3c586a68b128457baf205452114e1b095da241be1d30df8325c8cc2f29a8f979	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00384	i18n/frontend-strings.tsv#0c42828359a9971f87c3e082/candidate_cn	i18n/frontend-strings.tsv	0c42828359a9971f87c3e082	candidate_cn	株分け	分株	current	分株		分株	682c37183b09dcc92492c5971e60152783c477130281ec9858e1682910e28c40	7e4901df3e682069e144331d4fece343cd6b7a410719dfd277a22caecf30d526	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00385	i18n/frontend-strings.tsv#0c7adfe401f5dd37b9c74d1c/candidate_cn	i18n/frontend-strings.tsv	0c7adfe401f5dd37b9c74d1c	candidate_cn	後半	后半	current	后半		后半	49694f58691e9c4acd3aa7e1165bc21aa03c2e4bfb982c0b5a0c238539e5b000	fcbe0c51b630b79e0c6eac1b91899c8939bdd0629b214235f3258db9ca5f5b41	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00386	i18n/frontend-strings.tsv#0c7bea21f49f1612cd0c4589/candidate_cn	i18n/frontend-strings.tsv	0c7bea21f49f1612cd0c4589	candidate_cn	\\x3cspan class\\x3d'c_red'\\x3eパトロール中\\x3c/span\\x3eの魔法少女がいます。	有\\x3cspan class\\x3d'c_red'\\x3e巡逻中\\x3c/span\\x3e的魔法少女。	current	有\\x3cspan class\\x3d'c_red'\\x3e巡逻中\\x3c/span\\x3e的魔法少女。		有\\x3cspan class\\x3d'c_red'\\x3e巡逻中\\x3c/span\\x3e的魔法少女。	fdb33a12f330787c6956bb5e63e9d6849080d45204e5d2ab764fcff8c946b615	f604114b817a52be4863f5ba241e79e1007c83a572ca46dbe6c701e4560eb8f3	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00387	i18n/frontend-strings.tsv#0cd25823a4c1c30bd0469e84/candidate_cn	i18n/frontend-strings.tsv	0cd25823a4c1c30bd0469e84	candidate_cn	覚醒3	觉醒3	current	觉醒3		觉醒3	a6fad89930d377d7e3b0c1b89f8d1b7e91be72031307e504760ce04d9deffba0	8d1c8f0bd51b9baf6e689383ed1a367bb2c9c9b80f5699f1f1a47747aa0ca4fc	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00389	i18n/frontend-strings.tsv#0d36894e901ede77940a0503/candidate_cn	i18n/frontend-strings.tsv	0d36894e901ede77940a0503	candidate_cn	ストーリークエスト	剧情关卡	current	剧情关卡		剧情关卡	aec3b3de685cb61f3d90694258a3d975764f6482899e9e2deca58e2b444ffe67	389c644764122d2c70bb3cf50b6ba791c25cb03d04f2437588f75d31223a2f5b	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00390	i18n/frontend-strings.tsv#0d4a2498929714a4cfd23eb2/candidate_cn	i18n/frontend-strings.tsv	0d4a2498929714a4cfd23eb2	candidate_cn	エリア攻略失敗	区域攻略失败	current	区域攻略失败		区域攻略失败	92490c964de118fdcd4472953ec971fb06e127abfdeb440403843c59067890a6	b5b25cb278f2f2fdd7892ccfc08f147b7a0ae96ce9f604c882c93530cb34d017	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00391	i18n/frontend-strings.tsv#0d7a859cc2366fab9e50835e/candidate_cn	i18n/frontend-strings.tsv	0d7a859cc2366fab9e50835e	candidate_cn	参加条件ポップ	参加条件弹窗	current	参加条件弹窗		参加条件弹窗	0a109335e24c6e6517c6ea03d5843418977eeb6806259cb153c41621d228708f	05d36355c5eb469e62cd0fc24873a79499fe2405f33aee9016ec723f02720816	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00392	i18n/frontend-strings.tsv#0d8b2d0e05c35f3263f698b3/candidate_cn	i18n/frontend-strings.tsv	0d8b2d0e05c35f3263f698b3	candidate_cn	登録	注册	current	注册		注册	9f7ad797c238fce8bd5f3038430af4d5bf56b179157195fd539756221178a8a2	641bccccaa825dd7658bae59a9991f169b6537986680e4dfdfed9a0c2e616317	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00393	i18n/frontend-strings.tsv#0ddad4078be6ddd050134443/candidate_cn	i18n/frontend-strings.tsv	0ddad4078be6ddd050134443	candidate_cn	終了	结束	current	结束		结束	d3fd0ca93e990159a17deac6ad77bf00dacdc981d2ce18eea86c623603e28167	72a9e8eea5d167de07a27b31e43dcd461378a85c11dce6e1a431125fb3384b1e	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00394	i18n/frontend-strings.tsv#0e28dc6f4c005457d7059f35/candidate_cn	i18n/frontend-strings.tsv	0e28dc6f4c005457d7059f35	candidate_cn	modelがremoveされました	model已移除	current	model已移除		model已移除	3d50fa3596d37244ee11adbda16d66c3f2390d1985b2a8af334203750dce7c8b	0496a420fd468ebeed2df461f9b98fef8367bcbcefdd317dee32af059d502e6c	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00396	i18n/frontend-strings.tsv#0e3ef97f11c7f47d9c6a76a3/candidate_cn	i18n/frontend-strings.tsv	0e3ef97f11c7f47d9c6a76a3	candidate_cn	★1・★2	★1·★2	current	★1·★2		★1·★2	5d35d898c68ab5b719400106ea548a6b27e437ada432e585ca86fdbbdf61cd33	42dd160f7ab8c2d6d8fded40dda8e95d72acd40bbb22a836eb86de6b2592325c	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00397	i18n/frontend-strings.tsv#0e472b01dff20682c4b9bf71/candidate_cn	i18n/frontend-strings.tsv	0e472b01dff20682c4b9bf71	candidate_cn	のジェム\\x3cbr\\x3e\\x3cspan class\\x3d'c_red'\\x3eディスティニージェムが不足しています\\x3c/span\\x3e\\x3cp\\x3e	的宝石\\x3cbr\\x3e\\x3cspan class\\x3d'c_red'\\x3e命运宝石不足\\x3c/span\\x3e\\x3cp\\x3e	current	的宝石\\x3cbr\\x3e\\x3cspan class\\x3d'c_red'\\x3e命运宝石不足\\x3c/span\\x3e\\x3cp\\x3e		的宝石\\x3cbr\\x3e\\x3cspan class\\x3d'c_red'\\x3e命运宝石不足\\x3c/span\\x3e\\x3cp\\x3e	5e9c40656f9277086b6e808c030abfbca350cbf0b5567b675b9de0013c4a121e	a1d99be2da1f4b2e75a15c4181907cfc9d10e96e0c00373f4bfc22239b593c3f	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00398	i18n/frontend-strings.tsv#0e4936bf8b2a02b7bd6a7092/candidate_cn	i18n/frontend-strings.tsv	0e4936bf8b2a02b7bd6a7092	candidate_cn	Blastディスクで攻撃すると@マギアゲージが溜まらないので注意が必要です	用 Blast 圆盘攻击时@不会积攒 Magia 槽，请注意	current	用 Blast 圆盘攻击时@不会积攒 Magia 槽，请注意		用 Blast 圆盘攻击时@不会积攒 Magia 槽，请注意	e8e2560856ab15a557b89259395c580e09960da17d3b85c9d69f60295ba55e28	e4cb9c9a14ca5d58e49e19a34caf67732bcebb0f60bf8c5c0c0cbc87fb42dd3f	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00399	i18n/frontend-strings.tsv#0e715c0a41067ea2e89ba595/candidate_cn	i18n/frontend-strings.tsv	0e715c0a41067ea2e89ba595	candidate_cn	デスティニージェム	命运宝石	current	命运宝石		命运宝石	997330ce8e84eca6f390922a86b4d5dd30ba7900eb6d55c8ba5e12b18c764f1c	8cb8def799bd6995f43f62a6faf17ef5ee6f0451655598fa352927f160094603	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00400	i18n/frontend-strings.tsv#0e95e0e2853819d610e72319/candidate_cn	i18n/frontend-strings.tsv	0e95e0e2853819d610e72319	candidate_cn	戦	战	current	战		战	1124356d7f7c36a937acd57d53b7079792635daa06c4e18ad78c380078c375ec	8a210f31e955fc3d43b9960f1d869a7051a65542e7503afac526a48d968e6521	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00403	i18n/frontend-strings.tsv#0f21664ccbacc8d123daf9db/candidate_cn	i18n/frontend-strings.tsv	0f21664ccbacc8d123daf9db	candidate_cn	選択したメモリアを	将所选记忆结晶	current	将所选记忆结晶		将所选记忆结晶	dc6c966ed1d9c9fbe6a248004c38c26a36b4a9da1aca182dbe318bfc4ed259b9	41cf3113e6790fe90c2356ae15ccd06a6a15ac0f4f80e261004244454ff9be59	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00404	i18n/frontend-strings.tsv#0f3c1ceed9742a4d080b814f/candidate_cn	i18n/frontend-strings.tsv	0f3c1ceed9742a4d080b814f	candidate_cn	全ての編成から装備をはずします。	将从所有编成中卸下装备。	current	将从所有编成中卸下装备。		将从所有编成中卸下装备。	e16cee161ec059deb6059b520895a96b77306e269c5268cd71416d82da87aaaf	afd01383c80c384e26fe83de1ce9a7bb705f70b99dd1a1d53a77192cf556f342	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00405	i18n/frontend-strings.tsv#0f635b5fc6282b32372e1dc2/candidate_cn	i18n/frontend-strings.tsv	0f635b5fc6282b32372e1dc2	candidate_cn	クエスト解放スケジュール	关卡开放日程	current	关卡开放日程		关卡开放日程	db282005f6d1f9d626c87f7e626993689c083c469778a04dee7d5c84386fac29	a6f613adf1866b53628472f686f131491a9fc699ced1ac5914160cc7620714a4	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00406	i18n/frontend-strings.tsv#0f84cad7dc1ea3c22c51b88b/candidate_cn	i18n/frontend-strings.tsv	0f84cad7dc1ea3c22c51b88b	candidate_cn	が獲得できません	无法获得	current	无法获得		无法获得	a477e9445f45c9916eaa2e9878d53e12003901f373294df42c89eeb40374219d	1f48712f1406eb8dc1464628862ad6408c12d5ba41ff9cfce74a9a1917715ba5	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00407	i18n/frontend-strings.tsv#0f88e569d809f30fc5c018ee/candidate_cn	i18n/frontend-strings.tsv	0f88e569d809f30fc5c018ee	candidate_cn	X座標を入力	输入X坐标	current	输入X坐标		输入X坐标	5777b6b1c97313fbeb705783021500f5a9fdd3152724465b21b9fc6f88e9a445	604ddf489e6612f5c2bec84d25d32f177c7fccc8c914d874df3b235a1a80fc65	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00408	i18n/frontend-strings.tsv#0f8cb41f404eb4589165fcb9/candidate_cn	i18n/frontend-strings.tsv	0f8cb41f404eb4589165fcb9	candidate_cn	リコールランプ	召回提灯	current	召回提灯		召回提灯	7d396a5bc03d984290863580e35d761455d5f08609c1944a2771c2d8c08006ef	b2cdebdefe8e931902cc0d3916f1005542dd88e28809803d6c81c0c4b0790de1	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00409	i18n/frontend-strings.tsv#0f8e9c6ee4dca7e0b5f6c390/candidate_cn	i18n/frontend-strings.tsv	0f8e9c6ee4dca7e0b5f6c390	candidate_cn	★1を全て選択	全选★1	current	全选★1		全选★1	9575f13e6d761bf8c023cd011ff91469b20c5ec3e091792d0835e03e26e95401	e7a8a98ad7d1c3a635f2b5f00a5e47a8543d2831269d13d2da97ce977ca696e9	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00410	i18n/frontend-strings.tsv#0f9a8dcc8494d238697b295a/candidate_cn	i18n/frontend-strings.tsv	0f9a8dcc8494d238697b295a	candidate_cn	覚醒：	觉醒:	current	觉醒:		觉醒:	becacb307d1c072642e36a106e50389132a1bf9ba16e0a8670d8f6ccb3cec583	17bb453b1e03b9cb0120adc65ecdcd88955f63415eaf906cf82d4175a2101f62	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00411	i18n/frontend-strings.tsv#0fc3c57d21564029ea414562/candidate_cn	i18n/frontend-strings.tsv	0fc3c57d21564029ea414562	candidate_cn	デスティニージェムは魔法少女の魔力解放に使用します@魔力解放をおこなうとメモリア装備枠が増加します	命运宝石用于魔法少女的魔力解放@进行魔力解放后记忆结晶装备格会增加	current	命运宝石用于魔法少女的魔力解放@进行魔力解放后记忆结晶装备格会增加		命运宝石用于魔法少女的魔力解放@进行魔力解放后记忆结晶装备格会增加	28758f39d4e1cdbf25acf189fdd7552ffaf2dd3fe12d2215b90063434aa7c5f5	c18d68d5ac676faf4c5c3d29363040d3579488cdc9f791d90c900e82c2b2b309	rough-production-machine-current-retained	machine-current	unknown
