item_id	resolution_kind	authority_tier	final_value	evidence	product_write_status
HISTORY-LLM-047	protected-history-retained	official-or-wiki	放浪的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/103900/name	no-product-write-protected
HISTORY-LLM-048	protected-history-retained	official-or-wiki	其姿态为曲奇	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/103900/title	no-product-write-protected
HISTORY-LLM-049	protected-history-retained	official-or-wiki	这份感情的主人，没有一点的迷惑，天真无邪地玩耍着Doppel，对自己来说是自由的象征，同时也是罪恶的象征，为此而苦恼着。＠这个Doppel一边轻轻地自由地漂浮着，一边按照本能行动着。大声说话、吃饭、被热闹的色彩包围，一切都只是因为开心，无论让谁悲伤痛苦，都不适合这个世界的罪的概念。＠被袭击的时候，乍看之下是一个没有污秽的孩子，而且看起来像是一个无法成长的可怜的存在，所以越是大人，悲伤就越要比恐惧先出现。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/103900/description	no-product-write-protected
HISTORY-LLM-050	protected-history-retained	official-or-wiki	其姿态为塔	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104000/title	no-product-write-protected
HISTORY-LLM-051	protected-history-retained	official-or-wiki	这份感情的主人，强行削掉了自己的一部分之结果，便是即使囚缚在哀悼之锁链中仍无法感受到铭刻的爱情，只得在开放的世界之中怀抱着空虚的自由生存下去。＠这个Doppel也无法察觉到深藏于内在的爱情。一昧寻找着能好好重视自己的人，一旦发现了与自身的魔力或境遇相似的人，就会张开肋骨捕捉来，不留余地地犹如要纳入自身一般紧拥着对方。＠可是，尽管再怎么去拥抱，这个Doppel的欲求也永远无法被满足。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104000/description	no-product-write-protected
HISTORY-LLM-052	protected-history-retained	official-or-wiki	苦界的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104100/name	no-product-write-protected
HISTORY-LLM-053	protected-history-retained	official-or-wiki	其姿态为树状图	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104100/title	no-product-write-protected
HISTORY-LLM-054	protected-history-retained	official-or-wiki	这份感情的主人，由于Doppel展现了生命的原始，痛切地感受到自己作为加害者无法逃避的桎梏。＠这个Doppel沉默无言，仅仅是吸取了主人的污秽使生命之树茁壮成长。虽然身姿被包裹在襁褓之中，但和主人一样没有得到祝福，生来便是是散播污秽之物，会因性恶而危害他人。＠如果树状图中出现了其他被囚禁的人，那个人就会陷入痛苦的熔炉吧。能成为树状图一部分的只有主人。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104100/description	no-product-write-protected
HISTORY-LLM-055	protected-history-retained	official-or-wiki	逃避的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104300/name	no-product-write-protected
HISTORY-LLM-056	protected-history-retained	official-or-wiki	其姿态为夜鹰	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104300/title	no-product-write-protected
HISTORY-LLM-057	protected-history-retained	official-or-wiki	这份感情的主人，曾因悔恨自己的过去而停下脚步，但在发现光明的如今，又重新开始振翅飞翔。泪流不止的Doppel为了让主人获得解脱，用沉重的泥翼拖着身体前行，既否定了朝天空飞翔又否定了向前方奔驰，展示出一条与之完全相反的道路。尽管遇到对峙者时，Doppel以利用双翼发动攻击，但一切的行动都不过是为了告诉主人，无论做些什么都无法抵达光明。被这个Doppel侵蚀尽后，末路仅有成为伫立在地的黑星。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104300/description	no-product-write-protected
HISTORY-LLM-058	protected-history-retained	official-or-wiki	其姿态为镜	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104400/title	no-product-write-protected
HISTORY-LLM-059	protected-history-retained	official-or-wiki	这份感情的主人对蔑视现实却不作行动的Doppel感到愤怒，试图将其支配。这个Doppel创下精致美好的世界，却犯了将沉重复杂的感情加压其上的过错，从而失去了前进的动力。曾经这个Doppel也有过在镜中描摹想象，谱写完美世界的时期，然而仅凭自身想象作出的事物不仅空洞乏味还显得分外单薄，在懊恼中耗尽心神的尽头，化为了仅有对称图案的单调影像。对这避居在此内耗自身的Doppel感到烦闷的主人，给出“不够的话补充就行了”的回复，提议去寻求可供补完想象的祭品，Doppel便呼应了其意见。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104400/description	no-product-write-protected
HISTORY-LLM-060	protected-history-retained	official-or-wiki	天诛的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104500/name	no-product-write-protected
HISTORY-LLM-061	protected-history-retained	official-or-wiki	其姿态为稻草武者	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104500/title	no-product-write-protected
HISTORY-LLM-062	protected-history-retained	official-or-wiki	这份感情的主人，虽然希望丰收拯救人民，但在其内心深处却隐藏着希望家的复权的自私想法。这只Doppel就像用行动来表现主人的真心一样，在稻草上点燃欲望之火，炙烤自己的敌人，用僵硬的手脚捕食。其姿态残忍，即使主想要阻止也无法阻止，为了提高自己的价值继续寻找必要的猎物进行狩猎。当所有的稻草都燃烧殆尽，Doppel形态消失后，留在周围的都是凄惨的景象，但那里似乎还残留着一点美丽的野花。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104500/description	no-product-write-protected
HISTORY-LLM-063	protected-history-retained	official-or-wiki	其姿态为虚无僧	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104600/title	no-product-write-protected
HISTORY-LLM-064	protected-history-retained	official-or-wiki	这份感情的主人，在持续眺望着斩杀了所爱的朋友的手的过程中，为了看到永远无法描绘的回忆的继续而闭上了眼睛。这只Doppel是从遮挡的视野中飞出的幻想之珠。充满了比皮肤更丰富的记忆之云和，甜美芬芳的喜悦之花。核心部分是不可触及的果实，只是想靠近它，就会被龙作为仇敌吃掉，变成肮脏的墨汁。如果和从珠子中窥视的人对视的话，Doppel的怨恨就会贯穿大脑，暂时被不安定的心所困扰。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104600/description	no-product-write-protected
HISTORY-LLM-065	protected-history-retained	official-or-wiki	其姿态为秃鹫	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104800/title	no-product-write-protected
HISTORY-LLM-066	protected-history-retained	official-or-wiki	这个感情的主人，从出生开始就被迫臣服于王的人生。但是，意识到还有其他的生活方式后，就被矛盾折磨着。这只魔女化身由于这样的矛盾而不断产生波动，它通过展翅向周围传播，在心中产生迷茫。迷茫立刻膨胀起来，产生喜悦和悲伤、希望和放弃、尊敬和蔑视等各种二项，引起混沌。不久迎来临界点，混沌溢出，将一切带向无常。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104800/description	no-product-write-protected
HISTORY-LLM-067	protected-history-retained	official-or-wiki	其姿态为空船	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104900/title	no-product-write-protected
HISTORY-LLM-068	protected-history-retained	official-or-wiki	这份感情的主人失去了像双树一样长大的妹妹，内心空虚。然后，寻找着失去的半身，漫无目的地彷徨着。Doppel将这样的主人带进了有目的而不存在目的的无限之旅。登船的只有主人，若是有人靠近船，他的心马上就会被波浪吞没，像亡灵一样跟在Doppel身后。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/104900/description	no-product-write-protected
HISTORY-LLM-069	protected-history-retained	official-or-wiki	离间的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/105000/name	no-product-write-protected
HISTORY-LLM-070	protected-history-retained	official-or-wiki	其姿态为破船	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/105000/title	no-product-write-protected
HISTORY-LLM-071	protected-history-retained	official-or-wiki	这段感情的主人，随着像双树一样长大的姐姐的心离自己而去，精神严重失衡。Doppel与这种不均衡产生的破坏冲动相呼应，只要有接近的东西就一律打击、破坏。一旦出现，它就会在黑暗的海面上一心一意地寻找猎物，直到消除那黑暗的情绪为止。但是，在哪前方绝对没有安息。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/105000/description	no-product-write-protected
HISTORY-LLM-072	protected-history-retained	official-or-wiki	其姿态为经典	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/105100/title	no-product-write-protected
HISTORY-LLM-073	protected-history-retained	official-or-wiki	这份感情的主人在救赎人们的过程中丧失了自我，变得过度执着于四周的狂信。而Doppel就宛如要演绎主人的妄执般将此世的业火集于一身，不停回转着要将天佑带给祈求救赎的人们。然而目睹其姿态的人们何止救赎，目击烈焰的瞬间便早已被灼尽视力，卷入天火之中。Doppel认为被燃尽的那些人们才真正得到了救赎，主人也同样执迷不悟，每逢清醒之时已背负上新的罪业。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/105100/description	no-product-write-protected
HISTORY-LLM-074	protected-history-retained	official-or-wiki	侵蚀的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/105200/name	no-product-write-protected
HISTORY-LLM-075	protected-history-retained	official-or-wiki	其姿态为大蛇	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/105200/title	no-product-write-protected
HISTORY-LLM-076	protected-history-retained	official-or-wiki	这份感情的主人，为了接近憧憬的母亲而被束缚在理想的形象里，在Doppel的身上看到了这样的自己。从四肢出生的Doppel会缠住主人的神经，剥夺主人的自由，敏锐的嗅觉感受到精神受到压迫的人，便会咬住，用毒液侵蚀。没有人能摆脱它的毒害，但可以永远从压迫中解放出来。目睹这一情形的主人，由于禁止自己放弃和杀戮，比以往更加容易受到魔咒的束缚，但Doppel绝对不会察觉到。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/105200/description	no-product-write-protected
HISTORY-LLM-077	protected-history-retained	official-or-wiki	其姿态为天秤	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/105300/title	no-product-write-protected
HISTORY-LLM-078	protected-history-retained	official-or-wiki	这种感情的主人，通过天平形状的Doppel，可以知道人们的未来。为了确保预言的客观性，Doppel主要由无机物构成，天平的一个盘子刻着表示“希望”的印记，另一个盘子刻着表示“绝望”的印记。分别放在两个盘子上的是得到拯救和不予拯救的生命的重量，因为除了感情主人以外的人看不到这些东西，所以很少有人听感情主人的预言。与“想拯救一切”的祈祷相反，这是对杀死了一颗少女心的人所下的诅咒。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/105300/description	no-product-write-protected
HISTORY-LLM-079	protected-history-retained	official-or-wiki	其姿态为黄油	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/110500/title	no-product-write-protected
HISTORY-LLM-080	protected-history-retained	official-or-wiki	这份感情的主人在这个Doppel显现的过程中将会陷入深度的睡眠，Doppel的所见并不能传达给主人。＠这个Doppel在主人沉睡时，会从空虚的眼睛中流出牛奶喷到岩盐上，激烈搅拌。＠为料理补足盐味和浓厚口感的有盐黄油与蒸过的土豆是绝佳搭配。＠感觉自制的黄油土豆不好吃的你，用的不是无盐黄油吗？	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/110500/description	no-product-write-protected
HISTORY-LLM-081	protected-history-retained	official-or-wiki	其姿态为捕鸟	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/110600/title	no-product-write-protected
HISTORY-LLM-082	protected-history-retained	official-or-wiki	这份感情的主人，因为接受了自己曾经虚构的存在相信自己是暴虐的血脉，会给周围的人带来毁灭。因此，Doppel对自己放火，焚烧所触碰之物，使现实接近虚构，以满足主人的需求。但是，只烧掉现实是很难的，火焰燃烧之后，连空想都不会留下。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/110600/description	no-product-write-protected
HISTORY-LLM-083	protected-history-retained	official-or-wiki	变身的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/110900/name	no-product-write-protected
HISTORY-LLM-084	protected-history-retained	official-or-wiki	其姿态为飞踢	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/110900/title	no-product-write-protected
HISTORY-LLM-085	protected-history-retained	official-or-wiki	这份感情的主人不遗余力地将那力量用在了自己身上。＠这个Doppel超越了主人拥有的脚力不知多少倍，能够将主人强行送入敌阵深处，抓准机会变身为胜利者。＠但是，过多使用如此强力的踢法的话，终会失去自己原本的骨骼吧。＠此外，炸弹是主人的个人物品。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/110900/description	no-product-write-protected
HISTORY-LLM-086	protected-history-retained	official-or-wiki	其姿态为指甲	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/111000/title	no-product-write-protected
HISTORY-LLM-087	protected-history-retained	official-or-wiki	这份感情的主人，认为有必要监视沉迷于万圣节的Doppel，不让它飞往别处。＠这个Doppel想要炫耀变装的主人，但由于被主人看管着，所以告诫自己要自重。＠主人遇到困难的时候，会用自己多彩的指甲将其隐藏在南瓜里，但是因为会被万圣节的喧嚣吸引，所以尝试得并不顺利。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/111000/description	no-product-write-protected
HISTORY-LLM-088	protected-history-retained	official-or-wiki	猛进的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/111300/name	no-product-write-protected
HISTORY-LLM-089	protected-history-retained	official-or-wiki	其姿态为神舆	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/111300/title	no-product-write-protected
HISTORY-LLM-090	protected-history-retained	official-or-wiki	这份感情的主人虽然对自己的引人注目感到踌躇，但似乎并不介意。Doppel不仅将主人的喜悦转化为光从体内散发出来，还通过攻击之处使小金币之类的金银财宝溢出来表现。被邪恶的光辉蒙蔽双眼，像飞虫一样被吸引过来的人们从新年开始就充满烦恼是迟早的事，如果被Doppel敲了一下头，不仅是烦恼还会丢了性命，所以没有一个人能找到财宝。实际上，散发光芒的主人可能是最烦恼的人，但Doppel却闭上了双眼。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/111300/description	no-product-write-protected
HISTORY-LLM-091	protected-history-retained	official-or-wiki	解体的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/111600/name	no-product-write-protected
HISTORY-LLM-092	protected-history-retained	official-or-wiki	其姿态为灶狮子	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/111600/title	no-product-write-protected
HISTORY-LLM-093	protected-history-retained	official-or-wiki	这份感情的主人为了寻求悼念的答案而一直彷徨着。＠这只Doppel为了帮主人找到答案，而通过万圣节庆典把人们吸引过来，将他们对死亡抱有的想法解体成小块，交给主人。＠但是，那并不是碎成小块就能咽下去的，所以主人会感到消化不良，继续远离答案吧。＠厌倦解体的时候，会在不被主人发现的情况下，偷偷用镰刀尖制作南瓜灯。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/111600/description	no-product-write-protected
HISTORY-LLM-094	protected-history-retained	official-or-wiki	安宁的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/112500/name	no-product-write-protected
HISTORY-LLM-095	protected-history-retained	official-or-wiki	其姿态为千手	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/112500/title	no-product-write-protected
HISTORY-LLM-096	protected-history-retained	official-or-wiki	这种感情的主人，打算尽全力享受新年的开始，忘记世间的忧愁。因为Doppel也有同样的想法，所以两者有着很深的联系。从年初开始就能够充分享受假期的Doppel，对主人感兴趣的东西有着敏感的反应，持续致力于让主人开心。为了帮助主人，它会简单地采取不正当手段，不管用多少猜谜方法都要答对答案。不仅是正确的猜谜答案，就连正月特别节目的频道之争也会获得胜利。再加上睡在它的被炉里会给你带来好梦，主人就离不开这只Doppel了。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/112500/description	no-product-write-protected
HISTORY-LLM-097	protected-history-retained	official-or-wiki	仁恕的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/113300/name	no-product-write-protected
HISTORY-LLM-098	protected-history-retained	official-or-wiki	其姿态为祭坛	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/113300/title	no-product-write-protected
HISTORY-LLM-099	protected-history-retained	official-or-wiki	这份感情的主人，失去一线希望而沉沦于谛念。相信消灭才是救赎。对这一想法产生共鸣的Doppel在心爱的同胞们尝到悲伤和绝望之前，想要消除他们。那是一种用安详的睡眠来结束人生的充满慈爱的行动。沐浴着从回中释放出来的仁恕之光的人。不留痕迹地消失。从痛苦中解放出来。但是，把希望藏在最深处的主人和Doppel一起想象着结局，陷入了纠结之中。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/113300/description	no-product-write-protected
HISTORY-LLM-100	protected-history-retained	official-or-wiki	放浪的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/113900/name	no-product-write-protected
HISTORY-LLM-101	protected-history-retained	official-or-wiki	其姿态为曲奇	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/113900/title	no-product-write-protected
HISTORY-LLM-102	protected-history-retained	official-or-wiki	这份感情的主人很讨厌只靠叫声就能得到他人喜爱的Doppel，因为它似乎象征着自己的天真。＠这个Doppel会遵从自己的本能，只考虑如何让自己感到轻松而采取行动，经常不努力地寻求他人的帮助。对此，寻求报恩是徒劳的，无论怎样帮助和爱，Doppel只会飘飘然。为了连接人与人而努力的主人看到只会打扮自己，发出可爱的叫声就吸引人的Doppel，心情更加复杂。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/113900/description	no-product-write-protected
HISTORY-LLM-103	protected-history-retained	official-or-wiki	逃避的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/114300/name	no-product-write-protected
HISTORY-LLM-104	protected-history-retained	official-or-wiki	其姿态为夜鹰	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/114300/title	no-product-write-protected
HISTORY-LLM-105	protected-history-retained	official-or-wiki	这段感情的主人。一直在寻找适合自己的快乐暑假而左右为难。吸收了清爽的果实的Doppe的身姿。是持续迷惑的心的形状。和无论经历什么样的夏天都无法填补内心缝隙的主人一样。在Doppel中也浮现出无数不熟悉的夏天的残渣。正因为期待，糖度才会胡乱升高。疲惫不堪的Doppel一边流泪一边敦促主人放弃寻找快乐的夏天。但如果主人继续寻找的话，就想让他溺死在大海的翅膀上，让他知道自己的身份后再救他。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/114300/description	no-product-write-protected
HISTORY-LLM-106	protected-history-retained	official-or-wiki	隐居的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/114400/name	no-product-write-protected
HISTORY-LLM-107	protected-history-retained	official-or-wiki	其姿态为镜	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/114400/title	no-product-write-protected
HISTORY-LLM-108	protected-history-retained	official-or-wiki	这份感情的主人，不肯承认自己已失去能传达心意的对象。只允留下美好记忆的这一Doppel，由四面八方散发出光辉的棱镜所构成。那光辉之中应当隐藏着心爱之人的身姿，凭Doppel的视觉却发现不到。反复试错着，将自身也照入镜中欲将其寻找，到最后却只剩下自己单薄的身影。积郁深重的Doppel持有着沉重的污秽，若是目睹其感情外溢暴走时棱镜迸射的光辉，整颗心灵都会瞬间染上阴暗。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/114400/description	no-product-write-protected
HISTORY-LLM-109	protected-history-retained	official-or-wiki	检票员的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/120200/name	no-product-write-protected
HISTORY-LLM-110	protected-history-retained	official-or-wiki	其姿态为剪票钳	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/120200/title	no-product-write-protected
HISTORY-LLM-111	protected-history-retained	official-or-wiki	这份感情的主人看到了曾经目送过的朋友的身影，在生命终结之前无法渡过的天河的另一边。主人认为Doppel被赋予了七夕喜鹊的作用，为了寻找老朋友的身影，她用尾端的灯笼照亮了星河，想把它鲜明地拍摄出来。＠但是，因为这个Doppel没有帮助重逢的力量，所以只能抱着无法实现的愿望在天上飞翔。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/120200/description	no-product-write-protected
HISTORY-LLM-112	protected-history-retained	official-or-wiki	解体的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/121600/name	no-product-write-protected
HISTORY-LLM-113	protected-history-retained	official-or-wiki	其姿态为灶狮子	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/121600/title	no-product-write-protected
HISTORY-LLM-114	protected-history-retained	official-or-wiki	这段感情的主人，等待着Doppel给予的毁灭让悲伤消散。Doppel为了建立一个平等的乐园来表达主人的意思，演奏着放声大哭的镇魂歌，想要毁灭一切。但是，这只是一种解体，虽然可以尽到破坏的限度，但剩下的只有空虚的尸体，而且没有注意到这种状况的Doppel，如果不能实现平等，就会尽到破坏的限度，所以一直闹到体力用尽。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/121600/description	no-product-write-protected
HISTORY-LLM-115	protected-history-retained	official-or-wiki	Memento Mori的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/121700/name	no-product-write-protected
HISTORY-LLM-116	protected-history-retained	official-or-wiki	其姿态为花瓣	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/121700/title	no-product-write-protected
HISTORY-LLM-117	protected-history-retained	official-or-wiki	这份感情的主人，怨恨自己所处环境，想要接受毁灭。过去没有直接致死的方法的Doppel，随着主人的变化知道了夺取生命的方法。寄宿在镰刃上的火焰，是吸取生命的光辉，吸收被其光辉所吸引者的生命。为了阻止Doppel和主人，即使用尽所有的温柔包容，在花瓣腐朽、褪去优雅的今天，那思念也会被悲伤涂抹，无法传达吧。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/121700/description	no-product-write-protected
HISTORY-LLM-118	protected-history-retained	official-or-wiki	检票员的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/130200/name	no-product-write-protected
HISTORY-LLM-119	protected-history-retained	official-or-wiki	其姿态为剪票钳	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/130200/title	no-product-write-protected
HISTORY-LLM-120	protected-history-retained	official-or-wiki	这种感情的主人，一边幻想着不久自己也会去追逐至今为止送别的朋友，一边焦急地等待着去往那条路的票被切断。尾巴尖上的剪刀受伤的人在不远的未来一定会有巨大的灾难降临，主人想把它指向自己，但是没有成功的尝试。长时间作为魔法少女生活的人，年龄大的人的多Doppel由于正负的感情幅度变少了，所以有时会像这个Doppel一样无法与本体分离成一体。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/130200/description	no-product-write-protected
HISTORY-LLM-121	protected-history-retained	official-or-wiki	其姿态为剪票钳	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/140200/title	no-product-write-protected
HISTORY-LLM-122	protected-history-retained	official-or-wiki	这份感情的主人，因为接受了自己曾经扮演的虚构的存在，为了始终保持强者的身份而冻结了心中的希望移开了视线。唯一注意到这点的Doppel，试图通过向周围散发冷气勉强让周围的人面对因难，来减轻主人的负担，但无论如何也赶不上冻结心灵的速度。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/140200/description	no-product-write-protected
HISTORY-LLM-123	protected-history-retained	official-or-wiki	其姿态为呼子鸟	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/150100/title	no-product-write-protected
HISTORY-LLM-124	protected-history-retained	official-or-wiki	这份感情的主人，察觉到自己的Doppel无法示人，而一直无法直视其姿态。这个Doppel沉默不语、不愿听取，将一切用布块缠紧溃碎，寻求着能填满其胸口空缺之物。明明不得不去呼唤某人、依靠某人，胆怯的这个Doppel却恐惧去直视被布料掩盖的现实，塞紧双耳沉默地存续着。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/150100/description	no-product-write-protected
HISTORY-LLM-125	protected-history-retained	official-or-wiki	其姿态为天气轮	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/150200/title	no-product-write-protected
HISTORY-LLM-126	protected-history-retained	official-or-wiki	这份感情的主人，继承无数来自过去的微小希望，所拥有的力量宛若神话。Doppel接受了主人所继承的所有希望，呈等比例地增大自身后，如同描绘主人身负的重压般，最终成长为了形似石制建筑的庞然重物。希冀从重压中获得解放的Doppel为将希望实现，觑探着用瞬间最大出力解放其力量的机会。若是令之实现，足可掌握天候的超规格力量将能引起风暴、喷发岩浆，使这颗星球回归至陆地初初诞生时候的模样吧。因而实感着无穷伟力的主人时刻警戒着，不被Doppel夺走主导权。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/150200/description	no-product-write-protected
HISTORY-LLM-127	protected-history-retained	official-or-wiki	其姿态为感情	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/160100/title	no-product-write-protected
HISTORY-LLM-128	protected-history-retained	official-or-wiki	这一切感情的主人，回收着无数漫溢的思念，令其与在与Doppel的间隔中循环。这个Doppel能够唤起一切的感情，然而即使拥有包罗一切感情的力量，也决不会令它们化作混沌的黑暗，而能够将其引向蕴含了光之元素的纯白光芒。在那之中若有存在沐浴了强烈的光芒，尽管将致使其失去对自我感情的掌控力后崩解至粒子程度，化为创造未来的养分，却似乎能藉此抵达极乐。只是，这个Doppel是以奇迹般的情感平衡维持着自身的存在，因此一旦主人的感情过度偏向某个方向，便将空留通往明日的路标消散而去。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/160100/description	no-product-write-protected
HISTORY-LLM-129	protected-history-retained	official-or-wiki	其姿态为救济	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/210600/title	no-product-write-protected
HISTORY-LLM-130	protected-history-retained	official-or-wiki	这份感情的主人，情雀跃地想要在度假胜地享受只有现在才能做的事情。虽然这也影响了Doppel的形象，但由于无法具体地联想到度假胜地，所以形成了特别的水果冰淇淋的形状。被这个Doppel吸收的周围的东西。毫无疑问地沐浴在冰冷的糖浆和水果中，感受到了寒冷。但只要忍耐住，无论怎样的夏天都能讴歌。似乎就得到了救赎。在这样的情况下，感情的主人会梦到吃着美味的水果冰淇淋而入睡。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/210600/description	no-product-write-protected
HISTORY-LLM-131	protected-history-retained	official-or-wiki	其姿态为宝船	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/220300/title	no-product-write-protected
HISTORY-LLM-132	protected-history-retained	official-or-wiki	这份感情的主人，思念着旧年中放置的失去的光辉。宝船携带的7尊宝物，是在新年的开始时，主人想要分离的感情所产生的残渣，但由于主人后悔的表情，无法读取原来的感情。这个Doppel无法承受主后悔的重量，把宝船一起放出来击溃敌人。新年的日出越刺眼，主人的后悔就越沉重，因此7尊为了不被新年的曙光弄瞎眼睛，都戴着眼镜。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/220300/description	no-product-write-protected
HISTORY-LLM-133	protected-history-retained	official-or-wiki	其姿态为人鱼	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/240000/title	no-product-write-protected
