status	risk	file	key_or_line	field	original_text	final_cn	category	source_tier	source_path	reviewer_check	notes
待人工校对	high	magica/js/libs/itemList.json	/815/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/816/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/816/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/817/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/817/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/818/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/818/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/819/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/819/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/820/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/820/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/821/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/821/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/822/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/822/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/823/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/823/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/824/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/824/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/825/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/825/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/826/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/826/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/827/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/827/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/828/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/828/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/829/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/829/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/830/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/830/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/831/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/831/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/832/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/832/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/833/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/833/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/834/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/834/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/835/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/835/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/836/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/836/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/837/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/837/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/838/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/838/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/839/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/839/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/840/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/841/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/841/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/842/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/842/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/843/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/843/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/844/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/844/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/845/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/845/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/846/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/846/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/847/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/847/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/848/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/848/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/849/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/849/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/850/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/850/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/851/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/851/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/852/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/852/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/853/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/853/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/854/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/854/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/855/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/855/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/856/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/856/shortDescription	shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
待人工校对	high	magica/js/libs/itemList.json	/857/name	name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	□核对专名、数值、范围、回合与同族字段	逐字段变更；结构键与非字符串值不得改变
