file	line	original_text	final_cn	category	source	risk
magica/js/test/SoundTest.js	30	"[""27"", ""時間変化③17-19時""]"	"[""27"", ""时间变化③（17～19时）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	31	"[""28"", ""時間変化④22-24時""]"	"[""28"", ""时间变化④（22～24时）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	32	"[""29"", ""時間変化⑤上記以外""]"	"[""29"", ""时间变化⑤（上述时段以外）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	36	"[""33"", ""点击时的线条（默认①）""]"	"[""33"", ""点击时台词（默认①）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	37	"[""34"", ""点击时的对话（默认②）""]"	"[""34"", ""点击时台词（默认②）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	38	"[""35"", ""点击时的线条（默认 ③）""]"	"[""35"", ""点击时台词（默认③）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	39	"[""36"", ""点击时的对话（默认 ④）""]"	"[""36"", ""点击时台词（默认④）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	40	"[""37"", ""点击时的线条 (章节Lv2)""]"	"[""37"", ""点击时台词（剧情等级2）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	41	"[""38"", ""点击时的线条 (章节Lv3)""]"	"[""38"", ""点击时台词（剧情等级3）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	42	"[""39"", ""点击时的线条 (章节Lv4)""]"	"[""39"", ""点击时台词（剧情等级4）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	43	"[""40"", ""点击时的线条 (章节Lv5)""]"	"[""40"", ""点击时台词（剧情等级5）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	44	"[""41"", ""点击时的线条（多次点击）""]"	"[""41"", ""点击时台词（多次点击）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	45	"[""42"", ""以战斗开头""]"	"[""42"", ""战斗开始时""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	46	"[""43"", ""勝利①（★１、２、３）""]"	"[""43"", ""胜利①（★1、2、3）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	47	"[""44"", ""勝利②（★４）""]"	"[""44"", ""胜利②（★4）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	48	"[""45"", ""勝利③（★５）""]"	"[""45"", ""胜利③（★5）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	49	"[""46"", ""勝利④（★６）""]"	"[""46"", ""胜利④（★6）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	50	"[""47"", ""光盘组①""]"	"[""47"", ""行动盘选择①""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	51	"[""48"", ""光盘组②""]"	"[""48"", ""行动盘选择②""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	52	"[""49"", ""光盘组③""]"	"[""49"", ""行动盘选择③""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	53	"[""50"", ""光盘组 ④""]"	"[""50"", ""行动盘选择④""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	54	"[""51"", ""磁盘组（连携）""]"	"[""51"", ""行动盘选择（发起连携）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	55	"[""52"", ""磁盘组（连携）""]"	"[""52"", ""行动盘选择（接受连携）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	56	"[""53"", ""第一次攻击①（长线）""]"	"[""53"", ""第1次攻击时①（长台词）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	57	"[""54"", ""第一次攻击②（长线）""]"	"[""54"", ""第1次攻击时②（长台词）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	58	"[""55"", ""第一次攻击③（长线）""]"	"[""55"", ""第1次攻击时③（长台词）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	59	"[""56"", ""2,3回目攻撃時①""]"	"[""56"", ""第2、3次攻击时①""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	60	"[""57"", ""2,3回目攻撃時②""]"	"[""57"", ""第2、3次攻击时②""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	61	"[""58"", ""2,3回目攻撃時③""]"	"[""58"", ""第2、3次攻击时③""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	62	"[""59"", ""第二次攻击①（同角色）""]"	"[""59"", ""第2次攻击时①（同一角色）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	63	"[""60"", ""第二次攻击②（同角色）""]"	"[""60"", ""第2次攻击时②（同一角色）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	64	"[""61"", ""第三次攻击①（同角色）""]"	"[""61"", ""第3次攻击时①（同一角色）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	65	"[""62"", ""第三次攻击②（同角色）""]"	"[""62"", ""第3次攻击时②（同一角色）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	66	"[""63"", ""Magia 时间① (★1,2,3)""]"	"[""63"", ""发动Magia时①（★1、2、3）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	67	"[""64"", ""Magia时间②（Magia★4）""]"	"[""64"", ""发动Magia时②（Magia★4）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	68	"[""65"", ""Magia时间③（Magia★5）""]"	"[""65"", ""发动Magia时③（Magia★5）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	69	"[""66"", ""Magia时间④（Magia★6）""]"	"[""66"", ""发动Magia时④（Magia★6）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	70	"[""67"", ""在 Doppel""]"	"[""67"", ""发动魔女化身时""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	71	"[""68"", ""攻击时（连携）""]"	"[""68"", ""攻击时（发起连携）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	72	"[""69"", ""受到攻击时（连携）""]"	"[""69"", ""攻击时（接受连携）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	76	"[""73"", ""伤害（正常）""]"	"[""73"", ""受伤时（通常）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	77	"[""74"", ""伤害（垂死）""]"	"[""74"", ""受伤时（濒死）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	78	"[""75"", ""戦闘不能""]"	"[""75"", ""战斗不能""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/template/test/BackdoorLive2d.html	9	"data-voice=""01"">01:自己紹介</div>"	"data-voice=""01"">01:自我介绍</div>"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/template/test/BackdoorLive2d.html	10	"data-voice=""02"">02：自我介绍（获取抽卡时）</div>"	"data-voice=""02"">02:自我介绍（扭蛋获取时）</div>"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/template/test/BackdoorLive2d.html	21	"data-voice=""14"">14:强化（Lv达到上限时）</div>"	"data-voice=""14"">14:强化（等级已满时）</div>"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/template/test/BackdoorLive2d.html	22	"data-voice=""15"">15:章节Lv 上升</div>"	"data-voice=""15"">15:剧情等级提升</div>"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/template/test/BackdoorLive2d.html	26	"data-voice=""19"">19:MagiaLv 上升</div>"	"data-voice=""19"">19:Magia等级提升</div>"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/template/test/BackdoorLive2d.html	42	"data-voice=""32"">32:登录⑨（GVG）</div>"	"data-voice=""32"">32:登录⑨（GvG）</div>"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/template/event/raid/EventRaidCloseTop.html	17	"data-mission-name=""個人撃破報酬"""	"data-mission-name=""个人击破报酬"""	visible_html_attribute	manual	high
magica/template/event/raid/EventRaidCloseTop.html	21	"data-mission-name=""全体撃破報酬"""	"data-mission-name=""全体击破报酬"""	visible_html_attribute	manual	high
magica/template/event/raid/EventRaidTop.html	354	"data-mission-name=""個人撃破報酬"""	"data-mission-name=""个人击破报酬"""	visible_html_attribute	manual	high
magica/template/event/raid/EventRaidTop.html	358	"data-mission-name=""全体撃破報酬"""	"data-mission-name=""全体击破报酬"""	visible_html_attribute	manual	high
magica/template/regularEvent/groupBattle/RegularEventGroupBattleLog.html	5	"data-mission-name=""個人"""	"data-mission-name=""个人"""	visible_html_attribute	manual	high
magica/template/top/TopPage.html	37	利用規約	使用条款	production_ui	manual	high
magica/js/view/mission/MissionTopView.js	19	"+""时间"""	"+""小时"""	production_ui_semantic_fix	manual	high
magica/js/view/memoria/PieceArchiveView.js	9	"""仓库"":""持有格"""	"""保管库"":""持有格"""	production_ui	manual	high
magica/js/view/memoria/PieceArchiveView.js	23	"""将所选记忆结晶""+d+""移至"	"""将所选记忆结晶从""+d+""移至"	production_ui_grammar	manual	high
magica/js/view/memoria/PieceArchiveView.js	24	"""将所选记忆结晶""+d+""移至"	"""将所选记忆结晶从""+d+""移至"	production_ui_grammar	manual	high
magica/js/view/memoria/PieceArchiveView.js	26	"""将所选记忆结晶""+e+""已移至"	"""已将所选记忆结晶从""+e+""移至"	production_ui_grammar	manual	high
magica/js/view/memoria/PieceArchiveView.js	28	"""将所选记忆结晶""+d.name+""已移至"	"""已将所选记忆结晶从""+d.name+""移至"	production_ui_grammar	manual	high
magica/js/view/memoria/PieceArchiveView.js	9	"""可移至保管库:"""	"""可移入保管库:"""	debug_ui	manual	low
magica/js/view/memoria/PieceArchiveView.js	9	"""持有栏可移动:"""	"""可移入持有格:"""	debug_ui	manual	low
magica/js/test/BackdoorList.js	98	"title: ""完了"""	"title: ""完成"""	test_ui	manual	medium
magica/js/test/BackdoorList.js	64	"title: ""回复 战斗博物馆重置"""	"title: ""重置战斗博物馆回复功能"""	test_ui	manual	medium
magica/js/test/BackdoorList.js	75	"title: ""回复 战斗博物馆重置"""	"title: ""重置战斗博物馆回复功能"""	test_ui	manual	medium
magica/js/test/BackdoorList.js	113	"c = ""1 份散装 通关"""	"c = ""第一部一键通关"""	test_ui	manual	medium
magica/js/test/BackdoorList.js	413	"title: ""突破活动调试模式"""	"title: ""踏破活动调试模式"""	test_ui	manual	medium
magica/js/test/BackdoorList.js	423	"title: ""突破活动调试模式"""	"title: ""踏破活动调试模式"""	test_ui	manual	medium
magica/js/test/BackdoorList.js	565	"title: ""Magia 石材购买状态确认"""	"title: ""魔法石购买状态"""	test_ui	manual	medium
magica/js/test/BackdoorQuestList.js	65	現代神浜編	现代神滨篇	test_ui	designated Wiki	high
magica/js/test/BackdoorQuestList.js	95	"""話 Battle"""	"""话 战斗"""	test_ui	manual	medium
magica/template/test/Backdoor.html	79	活动<%= model.eventId %>的设置	活动<%= model.eventId %>套装	test_ui	manual	medium
magica/template/test/Backdoor.html	18	最下部	最下方	test_ui	manual	low
magica/template/test/Backdoor.html	18	最上部	最上方	test_ui	manual	low
magica/template/test/Backdoor.html	22	>検索<	>搜索<	test_ui	manual	low
magica/template/test/Backdoor.html	26	>全表示<	>全部显示<	test_ui	manual	low
magica/template/test/Backdoor.html	44	>全表示<	>全部显示<	test_ui	manual	low
magica/template/test/Backdoor.html	60	>全表示<	>全部显示<	test_ui	manual	low
magica/template/test/Backdoor.html	37	全素材 × 100	全部素材 × 100	test_ui	manual	low
magica/template/test/Backdoor.html	86	>１字削除<	>删除1个字符<	test_ui	manual	low
magica/template/test/Backdoor.html	130	>1字削除<	>删除1个字符<	test_ui	manual	low
magica/template/test/Backdoor.html	87	>報酬付与<	>发放奖励<	test_ui	manual	low
magica/template/test/Backdoor.html	107	（所持数：	（持有数：	test_ui	manual	low
magica/template/test/Backdoor.html	109	>個数指定<	>指定数量<	test_ui	manual	low
magica/template/test/backdoorList.html	5	相撲TOP	相扑首页	test_ui	manual	medium
magica/template/test/backdoorList.html	11	章节Lv 上升	剧情等级提升	test_ui	manual	medium
magica/template/test/backdoorList.html	19	1 份散装 通关	第一部一键通关	test_ui	manual	medium
magica/template/test/backdoorList.html	31	无理 战斗 再试一次	重试理违战	test_ui	manual	medium
magica/template/test/backdoorList.html	164	完了（TU999）	完成（TU999）	test_ui	manual	low
magica/template/test/backdoorList.html	88	エラーコードを入力。	输入错误代码。	test_ui	manual	low
magica/template/test/backdoorList.html	91	ツイートリンクを入力。	输入推文链接。	test_ui	manual	low
magica/template/test/BackdoorLive2d.html	19	>育成<	>养成<	test_ui	manual	low
magica/template/test/BackdoorQuestBattle.html	6	>貼付<	>粘贴<	test_ui	manual	low
magica/template/test/BackdoorQuestBattle.html	7	>履歴<	>历史记录<	test_ui	manual	low
magica/template/test/BackdoorQuestBattle.html	20	>1字削除<	>删除1个字符<	test_ui	manual	low
magica/template/test/BackdoorQuestBattle.html	28	>入力<	>输入<	test_ui	manual	low
magica/template/test/EffectTest.html	16	>表示<	>显示<	test_ui	manual	low
magica/template/test/EffectTest.html	17	>削除<	>删除<	test_ui	manual	low
magica/template/test/FriendSearch.html	53	>検索<	>搜索<	test_ui	manual	low
magica/template/test/FriendSearch.html	65	"<span class=""btn follow"">关注</p>"	"<span class=""btn follow"">关注</span>"	html_structure_repair	manual	high
magica/template/test/PresentListTest.html	28	×<%= model.quantity %\>枚	×<%= model.quantity %\>张	test_ui	manual	low
magica/template/test/QuestStub.html	62	戦闘不能回数	战斗不能次数	test_ui	manual	low
magica/template/test/SelectStoryTest.html	7	>貼付<	>粘贴<	test_ui	manual	low
magica/template/test/SelectStoryTest.html	8	>履歴<	>历史记录<	test_ui	manual	low
magica/template/test/SelectStoryTest.html	33	>1字削除<	>删除1个字符<	test_ui	manual	low
magica/template/test/SelectStoryTest.html	41	>入力<	>输入<	test_ui	manual	low
magica/template/test/SelectStoryTest.html	46	>履歴削除<	>删除历史记录<	test_ui	manual	low
magica/template/test/SdCharaTest.html	8	>迷你角色显示<	>显示迷你角色<	test_ui	manual	low
magica/template/test/SdCharaTest.html	11	"placeholder=""输入index"""	"placeholder=""请输入index"""	test_ui	manual	low
magica/template/test/SdCharaTest.html	14	"placeholder=""输入charaId"""	"placeholder=""请输入charaId"""	test_ui	manual	low
magica/template/test/SdCharaTest.html	17	"placeholder=""输入Scale"""	"placeholder=""请输入Scale"""	test_ui	manual	low
magica/template/test/SdCharaTest.html	18	"placeholder=""输入Fade"""	"placeholder=""请输入Fade"""	test_ui	manual	low
magica/template/etc/LawPopup.html	1	旧版中日混合且含<<span结构错误的法律文本	全中文法律信息与已修复span结构	production_legal_ui	Pass16 full manual rewrite	high
