row_id	physical_line	rule_type	source_key	current_cn	verdict	severity	proposed_cn	proposed_source_tier	reason	evidence	placeholder_check	newline_check	japanese_target_check	formal_term_note	product_write_allowed
ENG-123	123	exact	確率で味方の攻撃後に攻撃	概率在我方攻击后追击	acceptable-no-change	none	概率在我方攻击后追击	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-124	124	exact	カウンター無効	反击无效	acceptable-no-change	none	反击无效	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-125	125	exact	攻撃対象のカウンターを無効化	使攻击目标的反击无效化	correction-required	medium	使攻击对象的反击技能无效	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用该完整描述。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0690']; armv7 offsets=['0x117f6e0']	pass	pass	pass		false
ENG-126	126	exact	HP連動マギアアップ	HP联动Magia提升	acceptable-no-change	none	HP联动Magia提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass	保留正式机制词：Magia	false
ENG-127	127	exact	残HPが低いほどマギアのダメージが上昇	剩余HP越低，Magia伤害越高	acceptable-no-change	none	剩余HP越低，Magia伤害越高	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass	保留正式机制词：Magia	false
ENG-128	128	exact	耐える	忍耐	acceptable-no-change	none	忍耐	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-129	129	exact	致死ダメージを受けてもHP1で生存	受到致命伤害也以HP1存活	correction-required	medium	受到致死量伤害时，能够以HP1的状态存活	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用该完整描述；当前译文过度压缩。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0708']; armv7 offsets=['0x117f754']	pass	pass	pass		false
ENG-130	130	exact	敵の攻撃時、ターゲットを自分に変更	敌方攻击时，将目标改为自己	acceptable-no-change	none	敌方攻击时，将目标改为自己	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-131	131	exact	かばう	掩护	correction-required	medium	庇护	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确将かばう译为“庇护”。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0780']; armv7 offsets=['0x117f7c8']	pass	pass	pass		false
ENG-132	132	exact	仲間の代わりに攻撃を受ける	代替队友承受攻击	acceptable-no-change	none	代替队友承受攻击	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-133	133	exact	状態異常ダメージアップ	异常状态伤害提升	acceptable-no-change	none	异常状态伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-135	135	exact	サヴァイヴ	Survive	acceptable-no-change	none	Survive	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass	保留正式机制词：Survive	false
ENG-136	136	exact	致死ダメージを受けても1ターン生存、次ターンにHP回復	受到致命伤害也存活1回合，下回合回复HP	acceptable-no-change	none	受到致命伤害也存活1回合，下回合回复HP	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-137	137	exact	毎ターンMP回復	每回合回复MP	acceptable-no-change	none	每回合回复MP	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-138	138	exact	ダメージカット無視	无视伤害削减	acceptable-no-change	none	无视伤害削减	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-139	139	exact	攻撃対象のダメージカットを無効化	使攻击目标的伤害削减无效化	correction-required	medium	使攻击对象的伤害削减效果无效化	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用该完整描述。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0888']; armv7 offsets=['0x117f8c0']	pass	pass	pass		false
ENG-140	140	exact	Acceleダメージカット	Accele伤害削减	acceptable-no-change	none	Accele伤害削减	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Accele	false
ENG-142	142	exact	Blastダメージカット	Blast伤害削减	acceptable-no-change	none	Blast伤害削减	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Blast	false
ENG-144	144	exact	Chargeダメージカット	Charge伤害削减	acceptable-no-change	none	Charge伤害削减	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Charge	false
ENG-146	146	exact	Charge後ダメージカット	Charge后伤害削减	acceptable-no-change	none	Charge后伤害削减	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Charge	false
ENG-148	148	exact	マギアダメージカット	Magia伤害削减	acceptable-no-change	none	Magia伤害削减	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Magia	false
ENG-149	149	exact	火属性ダメージカット 	火属性伤害削减	acceptable-no-change	none	火属性伤害削减	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-151	151	exact	水属性ダメージカット	水属性伤害削减	acceptable-no-change	none	水属性伤害削减	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-153	153	exact	木属性ダメージカット	木属性伤害削减	acceptable-no-change	none	木属性伤害削减	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-155	155	exact	光属性ダメージカット	光属性伤害削减	acceptable-no-change	none	光属性伤害削减	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-157	157	exact	闇属性ダメージカット	暗属性伤害削减	acceptable-no-change	none	暗属性伤害削减	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-159	159	exact	無属性ダメージカット	无属性伤害削减	acceptable-no-change	none	无属性伤害削减	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-161	161	exact	クリティカル無効	暴击无效	acceptable-no-change	none	暴击无效	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-162	162	exact	受けたクリティカルを1回無効にする	使受到的暴击无效1次	acceptable-no-change	none	使受到的暴击无效1次	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-164	164	exact	魔女へのダメージが上昇	对魔女伤害提升	acceptable-no-change	none	对魔女伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-166	166	exact	チャージディスクのダメージが上昇	Charge圆盘伤害提升	correction-required	medium	Charge行动盘造成的伤害上升	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用该完整描述。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0ba0']; armv7 offsets=['0x117fbb4']	pass	pass	pass	保留正式机制词：Charge	false
ENG-169	169	exact	MP100以上の際にMPゲージアップ	MP100以上时MP槽提升	correction-required	medium	MP在100以上时MP充能条增加	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用该完整描述。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0c08']; armv7 offsets=['0x117fc1c']	pass	pass	pass		false
ENG-170	170	exact	チャージコンボプラス	Charge连击数提升	correction-required	medium	Charge连击数附加	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用“Charge连击数附加”。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0c30']; armv7 offsets=['0x117fc40']	pass	pass	pass	保留正式机制词：Charge	false
ENG-172	172	exact	デバフ無効	减益无效	acceptable-no-change	none	减益无效	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-174	174	exact	敵陣の挑発を無視する	无视敌方挑衅	acceptable-no-change	none	无视敌方挑衅	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-176	176	exact	ドッペルによるダメージが上昇	魔女化身伤害提升	acceptable-no-change	none	魔女化身伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-177	177	exact	弱体[アクセル]	弱化[Accele]	acceptable-no-change	none	弱化[Accele]	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Accele	false
ENG-178	178	exact	アクセルディスクによる被ダメージが上昇	受到Accele圆盘伤害提升	correction-required	medium	受到来自Accele行动盘的伤害上升	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用该完整描述。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0d10']; armv7 offsets=['0x117fd10']	pass	pass	pass	保留正式机制词：Accele	false
ENG-179	179	exact	弱体[ブラスト]	弱化[Blast]	acceptable-no-change	none	弱化[Blast]	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Blast	false
ENG-180	180	exact	ブラストディスクによる被ダメージが上昇	受到Blast圆盘伤害提升	correction-required	medium	受到来自Blast行动盘的伤害上升	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用该完整描述。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0d50']; armv7 offsets=['0x117fd4c']	pass	pass	pass	保留正式机制词：Blast	false
ENG-181	181	exact	弱体[チャージ]	弱化[Charge]	acceptable-no-change	none	弱化[Charge]	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Charge	false
ENG-182	182	exact	チャージを消費した攻撃による被ダメージが上昇	受到消耗Charge的攻击伤害提升	acceptable-no-change	none	受到消耗Charge的攻击伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass	保留正式机制词：Charge	false
ENG-183	183	exact	弱体[チャージＤ]	弱化[Charge D]	acceptable-no-change	none	弱化[Charge D]	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Charge	false
ENG-184	184	exact	チャージディスクによる被ダメージが上昇	受到Charge圆盘伤害提升	correction-required	medium	受到来自Charge行动盘的伤害上升	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用该完整描述。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0de0']; armv7 offsets=['0x117fdd4']	pass	pass	pass	保留正式机制词：Charge	false
ENG-187	187	exact	水属性攻撃による被ダメージが上昇	受到水属性攻击伤害提升	acceptable-no-change	none	受到水属性攻击伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-190	190	exact	光属性攻撃による被ダメージが上昇	受到光属性攻击伤害提升	acceptable-no-change	none	受到光属性攻击伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-191	191	exact	ヴァリアブル	Variable	acceptable-no-change	none	Variable	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Variable	false
ENG-192	192	exact	敵の属性を問わず、自身の攻撃を属性有利として扱う	无视敌方属性，自身攻击视为属性克制	acceptable-no-change	none	无视敌方属性，自身攻击视为属性克制	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-193	193	exact	闇属性攻撃による被ダメージが上昇	受到暗属性攻击伤害提升	acceptable-no-change	none	受到暗属性攻击伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-195	195	exact	Charge消費なし	Charge无消耗	acceptable-no-change	none	Charge无消耗	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass	保留正式机制词：Charge	false
ENG-196	196	exact	自身の攻撃時、確率でチャージを消費せずに攻撃を行う	自身攻击时，概率不消耗Charge进行攻击	acceptable-no-change	none	自身攻击时，概率不消耗Charge进行攻击	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass	保留正式机制词：Charge	false
ENG-197	197	exact	火属性の攻撃力が上昇	火属性攻击力提升	acceptable-no-change	none	火属性攻击力提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-198	198	exact	闇属性の攻撃力が上昇	暗属性攻击力提升	acceptable-no-change	none	暗属性攻击力提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-199	199	exact	光属性の攻撃力が上昇	光属性攻击力提升	acceptable-no-change	none	光属性攻击力提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-200	200	exact	水属性の攻撃力が上昇	水属性攻击力提升	acceptable-no-change	none	水属性攻击力提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-201	201	exact	木属性の攻撃力が上昇	木属性攻击力提升	acceptable-no-change	none	木属性攻击力提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-202	202	exact	木属性攻撃による被ダメージが上昇	受到木属性攻击伤害提升	acceptable-no-change	none	受到木属性攻击伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-204	204	exact	バリア	屏障	acceptable-no-change	none	屏障	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-205	205	exact	瀕死時に攻撃力が上昇	濒死时攻击力提升	acceptable-no-change	none	濒死时攻击力提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-206	206	exact	瀕死時に防御力が上昇	濒死时防御力提升	acceptable-no-change	none	濒死时防御力提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-207	207	exact	火属性攻撃による被ダメージが上昇	受到火属性攻击伤害提升	acceptable-no-change	none	受到火属性攻击伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-208	208	exact	デバフ反射	减益反射	acceptable-no-change	none	减益反射	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-209	209	exact	クエストデータの読み込みに失敗しました。	关卡数据读取失败。	acceptable-no-change	none	关卡数据读取失败。	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-210	210	exact	クエスト結果データの確認に失敗しました。	关卡结果数据确认失败。	acceptable-no-change	none	关卡结果数据确认失败。	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-212	212	exact	コンテニューに失敗しました。	续关失败。	acceptable-no-change	none	续关失败。	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-213	213	exact	予期せぬエラーが発生しました。	发生了意外错误。	acceptable-no-change	none	发生了意外错误。	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-214	214	exact	ターン有効	回合内有效	acceptable-no-change	none	回合内有效	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-215	215	exact	スキル使用	使用技能	acceptable-no-change	none	使用技能	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-216	216	exact	フィールド効果	场地效果	acceptable-no-change	none	场地效果	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-217	217	exact	ステータス変化	状态变化	acceptable-no-change	none	状态变化	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-218	218	exact	残ターン ∞	剩余回合 ∞	acceptable-no-change	none	剩余回合 ∞	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	current Chinese is context-paired in both official CN native ABIs; root review confirms no change	pass	pass	pass		false
ENG-219	219	exact	残ターン	剩余回合	acceptable-no-change	none	剩余回合	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	current Chinese is context-paired in both official CN native ABIs; root review confirms no change	pass	pass	pass		false
ENG-220	220	exact	ディスク・スキル	圆盘·技能	correction-required	medium	行动盘·技能	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用“行动盘·技能”。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14eeb30']; armv7 offsets=['0x118816c']	pass	pass	pass		false
ENG-221	221	exact	※スキル長押しで詳細を表示	※长按技能显示详情	acceptable-no-change	none	※长按技能显示详情	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-222	222	exact	JCリプレイバージョンが古いため再生できません。\nクエストリプレイを中断します。	JC回放版本过旧，无法播放。\n将中断关卡回放。	acceptable-no-change	none	JC回放版本过旧，无法播放。\n将中断关卡回放。	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass	保留正式机制词：JC	false
ENG-223	223	exact	キャンセル	取消	acceptable-no-change	none	取消	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-227	227	exact	ミッション内容	任务内容	acceptable-no-change	none	任务内容	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	current Chinese is context-paired in both official CN native ABIs; root review confirms no change	pass	pass	pass		false
ENG-229	229	exact	ヘルプ	帮助	acceptable-no-change	none	帮助	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	current Chinese is context-paired in both official CN native ABIs; root review confirms no change	pass	pass	pass		false
ENG-230	230	exact	オート設定	自动设置	acceptable-no-change	none	自动设置	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-231	231	exact	リタイア	放弃	acceptable-no-change	none	放弃	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-232	232	exact	獲得したEXP・カースチップ(CC)・宝箱は\n入手できなくなります	已获得的EXP·诅咒晶片(CC)·宝箱\n将无法获得	correction-required	medium	得到的EXP·诅咒晶片（CC）·宝箱将\n无法获取。	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确存在完整退出警告；保留转义换行结构。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14f0e60']; armv7 offsets=['0x1188818']	pass	pass	pass		false
ENG-233	233	exact	エラーコード：	错误代码：	acceptable-no-change	none	错误代码：	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-234	234	exact	ネットワーク接続に失敗しました。	网络连接失败。	acceptable-no-change	none	网络连接失败。	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-235	235	exact	クエスト再開	继续关卡	acceptable-no-change	none	继续关卡	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-236	236	exact	進行中のクエストを再開しますか？\n再開しない場合、APのみ消費されます。	要继续进行中的关卡吗？\n不继续将只消耗AP。	acceptable-no-change	none	要继续进行中的关卡吗？\n不继续将只消耗AP。	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-237	237	exact	再開する	继续	acceptable-no-change	none	继续	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-238	238	exact	再開しない	不继续	acceptable-no-change	none	不继续	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-239	239	exact	ストーリー中断	中断剧情	acceptable-no-change	none	中断剧情	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-240	240	exact	ストーリーの鑑賞を中断しますか？\n次回、中断したシーンから再開できます。\n※既に中断データがある場合、上書きされます。	要中断剧情观赏吗？\n下次可从中断的场景继续。\n※如已有中断数据，将被覆盖。	correction-required	low	要停止观看剧情吗？\n下次可从中断的场景继续观看。\n※若已有中断数据，该数据将被覆盖。	manual-semantic-reviewed	当前“剧情观赏”生硬；建议保持三行结构并改为自然中文。	root semantic review against Japanese source and adjacent official terminology; not an exact official whole-string	pass	pass	pass		false
