source_index	item_id	origin_record_id	stable_business_key	source_path	source_key	source_field	source_text_sha256	old_cn_sha256	source_tier	source_author	source_stage	source_batch	source_bucket	machine_translated	review_kind	allowed_action	protected_authority_text	highest_authority_tier	authority_status	authority_evidence	official_cn	wiki_cn	confirmed_human_cn	parent_verdict	model	effort	session_id	job_id	agents	review_provenance	previous_low_standard_ds_result
712	LOW-MT-01018	MT-01018	i18n/frontend-strings.tsv#6d5cdb2ff3556052f549a0a6/candidate_cn	i18n/frontend-strings.tsv	6d5cdb2ff3556052f549a0a6	candidate_cn	54f4ae88af2a03d77ba78f762a9ec8fb314b35c8f47d0e8ca3abda3753e3209d	bb7f63873ca5a2655d00ccdef91b772d577e4bd53f5ffff76e0659a66c06c514		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:595;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""aa8f6d3a3da9ff03e"", ""hiiraginemu_wiki_comparison"": ""afdccdf4162a822a9"", ""japanese_semantics_context"": ""a16d60431844a0f08"", ""names_honorifics_terms_placeholders_format"": ""af2e72388bb9cc09c"", ""official_cn_comparison"": ""af53602a1948f1e5d""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""aa8f6d3a3da9ff03e"", ""hiiraginemu_wiki_comparison"": ""afdccdf4162a822a9"", ""japanese_semantics_context"": ""a16d60431844a0f08"", ""names_honorifics_terms_placeholders_format"": ""af2e72388bb9cc09c"", ""official_cn_comparison"": ""af53602a1948f1e5d""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""2728311db41a44329a0ca22b58f13abb83692f504f431a9aed33283cb78c8c5f""}"	null
713	LOW-MT-01019	MT-01019	i18n/frontend-strings.tsv#6d708aaf6e76ea56cf96578e/candidate_cn	i18n/frontend-strings.tsv	6d708aaf6e76ea56cf96578e	candidate_cn	a595584621229a9ca919008fa453aaf798a19175be8d1ffd6c351a180800181d	7271d8beb37d1bfb3a4d67baec7ec8918571f558b28331d309fef8662aac0518		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1518;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""51ec2b70cb327e8016e766fd3a9f20bfac2592283d2dbf2e4a8d7f5512a28476""}"	null
714	LOW-MT-01020	MT-01020	i18n/frontend-strings.tsv#6d816091a5091dede145e8c0/candidate_cn	i18n/frontend-strings.tsv	6d816091a5091dede145e8c0	candidate_cn	067955544c1738333b8497c5820070646066ba8ac45a670a646682c0b762cef3	f6ad018a5afec8e39647d52c0fd8f2c9069912920ed0fd23cbfc8bed2c3accdd		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:106;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""51ec2b70cb327e8016e766fd3a9f20bfac2592283d2dbf2e4a8d7f5512a28476""}"	null
715	LOW-MT-01021	MT-01021	i18n/frontend-strings.tsv#6dae39993513934168967978/candidate_cn	i18n/frontend-strings.tsv	6dae39993513934168967978	candidate_cn	598a6eed7b95bffad6f6a6513e2bcc9fbe85b40bc039372b05996f5aea99c33b	15dec507959ec950e366f395d3d31a7d4af18bae47a7c13d58106f03bde06d61		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1633;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""51ec2b70cb327e8016e766fd3a9f20bfac2592283d2dbf2e4a8d7f5512a28476""}"	null
716	LOW-MT-01022	MT-01022	i18n/frontend-strings.tsv#6dc3984aaa1a1a0728574a93/candidate_cn	i18n/frontend-strings.tsv	6dc3984aaa1a1a0728574a93	candidate_cn	061b8e7b7aacca9e76f41687e207a3f6e2f4ebaa87e6d6256fc2def9854498a6	6dc5ef6cee570994eddd4eebe5466979a110ce14567ebf9a9ef232f1856d9f76		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1003;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=f7d079e78fac968fa8c892ddd4bb638c062c9eb5				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""51ec2b70cb327e8016e766fd3a9f20bfac2592283d2dbf2e4a8d7f5512a28476""}"	null
717	LOW-MT-01023	MT-01023	i18n/frontend-strings.tsv#6dc43b24ba11e14824309bd3/candidate_cn	i18n/frontend-strings.tsv	6dc43b24ba11e14824309bd3	candidate_cn	b07c28e1d67aeaf8707c5985787ce7ceda97c75ae75c5a271f2a1ba045b6950a	83abeba923ded86aa69904687d70261f178785f9c4d091e93970e97fb8ee9279		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1084;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=f7d079e78fac968fa8c892ddd4bb638c062c9eb5				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""51ec2b70cb327e8016e766fd3a9f20bfac2592283d2dbf2e4a8d7f5512a28476""}"	null
718	LOW-MT-01024	MT-01024	i18n/frontend-strings.tsv#6ded1a88dac985726a1b1601/candidate_cn	i18n/frontend-strings.tsv	6ded1a88dac985726a1b1601	candidate_cn	b33b66f4c74b6509e747e92efe167a80bbcc1ed193200db30b85b6d14990a69f	b2347b56e48c8dd454f47cb10edcc4ef28a65edba5d8d18b7a53f711eb2841a2		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:873;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=6894a64f2fc75edc91deb1764c138c6c6dbdbede				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""51ec2b70cb327e8016e766fd3a9f20bfac2592283d2dbf2e4a8d7f5512a28476""}"	null
719	LOW-MT-01025	MT-01025	i18n/frontend-strings.tsv#6e2a4d72a84154aa33c763ba/candidate_cn	i18n/frontend-strings.tsv	6e2a4d72a84154aa33c763ba	candidate_cn	2617ab4ad6fe995785421872bde4648311a8de11848c1f487fb7eb458572e87b	d661c3d96d53ebc0ca8a55aae24b5df4a4d1bf28d37337b982fe8ebf54846eeb		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1229;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""51ec2b70cb327e8016e766fd3a9f20bfac2592283d2dbf2e4a8d7f5512a28476""}"	null
720	LOW-MT-01026	MT-01026	i18n/frontend-strings.tsv#6e2cdd8502c7c39c2ba454bb/candidate_cn	i18n/frontend-strings.tsv	6e2cdd8502c7c39c2ba454bb	candidate_cn	5310096152b0e19bbad414a200d246c646a7945f92500c440c9cff360ae5030b	a1792e2e417f9e2eff74cf345605e271c5e289d321b48cf70349ac278e0cf84c		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:506;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""51ec2b70cb327e8016e766fd3a9f20bfac2592283d2dbf2e4a8d7f5512a28476""}"	null
721	LOW-MT-01027	MT-01027	i18n/frontend-strings.tsv#6e31f3ccac757dbbadefc9ef/candidate_cn	i18n/frontend-strings.tsv	6e31f3ccac757dbbadefc9ef	candidate_cn	041ef3e9eb873e90b4d8315a2191b1122dabbe898d4c8be7c063de1c4ef8155a	041ef3e9eb873e90b4d8315a2191b1122dabbe898d4c8be7c063de1c4ef8155a		Claude AI-assisted batch label; per-row human author not proven	global	legacy-claude-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:560;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=792846e76f98796f7660c2a9e468d5e1f6e4ed5b				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""51ec2b70cb327e8016e766fd3a9f20bfac2592283d2dbf2e4a8d7f5512a28476""}"	null
722	LOW-MT-01028	MT-01028	i18n/frontend-strings.tsv#6e3849331959f7a604a3da35/candidate_cn	i18n/frontend-strings.tsv	6e3849331959f7a604a3da35	candidate_cn	84822f079f9dee006066318706debd407bf97f99e636255cdc98e7da8fec5f6f	f2722d9fc3b9d02377378a582cbb4dc9c1828c0f4bd21fbbed60b5e3fff0c859		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1099;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=f7d079e78fac968fa8c892ddd4bb638c062c9eb5				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""51ec2b70cb327e8016e766fd3a9f20bfac2592283d2dbf2e4a8d7f5512a28476""}"	null
723	LOW-MT-01029	MT-01029	i18n/frontend-strings.tsv#6e70bd303f9f17787cbe0da3/candidate_cn	i18n/frontend-strings.tsv	6e70bd303f9f17787cbe0da3	candidate_cn	579e682fc94eb3001eb5bd374e5d8208aaab458227145ae8bceba3222ce0a989	267df30d3edcf73aafec5d02d0ae6205101e161d595b124ed1517c7a83a3e215		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1375;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""51ec2b70cb327e8016e766fd3a9f20bfac2592283d2dbf2e4a8d7f5512a28476""}"	null
724	LOW-MT-01030	MT-01030	i18n/frontend-strings.tsv#6e99c4c4ab8f05d6b7fc7b6b/candidate_cn	i18n/frontend-strings.tsv	6e99c4c4ab8f05d6b7fc7b6b	candidate_cn	17bd88efb762f337ad729f9bc1db6499f073ce61226794b5ff2b9733a9606e08	3908b53d52f944fd74eeb934584425704047790be9126e3e83d6a209de4dad29		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1373;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""51ec2b70cb327e8016e766fd3a9f20bfac2592283d2dbf2e4a8d7f5512a28476""}"	null
725	LOW-MT-01031	MT-01031	i18n/frontend-strings.tsv#6ea072c008117f4588128725/candidate_cn	i18n/frontend-strings.tsv	6ea072c008117f4588128725	candidate_cn	848cf7a663cafd4b520b2441c84d20fea9d4aae81fba331caa2d3b92fafd9d47	6d07ce5dfd4dcd897efdcdc3ab8f73d4f4d931c08413f4b53b1dd9fa3a2c59ae		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:583;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4d007a47860cce50"", ""hiiraginemu_wiki_comparison"": ""aa48fc52a62f2e83c"", ""japanese_semantics_context"": ""ac907b47d9d29966a"", ""names_honorifics_terms_placeholders_format"": ""a8441586bb3d4aae3"", ""official_cn_comparison"": ""ada9b4b6e15fa52f9""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""51ec2b70cb327e8016e766fd3a9f20bfac2592283d2dbf2e4a8d7f5512a28476""}"	null
