source_index	batch_number	item_id	stable_business_key	source_path	source_key	source_field	review_kind	allowed_action	japanese_or_source_original	old_cn	current_cn	protected_authority_text	product_write_allowed	highest_authority_tier	authority_status	authority_evidence	official_cn	wiki_cn	confirmed_human_cn	ds_review_status	review_status	allowed_human_decisions	human_decision	reviewer	reviewed_at	final_value	human_notes	source_text_sha256	old_cn_sha256	source_item_sha256
1641	83	LOW-MT-02955	i18n/overrides.tsv#0cbfffbcc7e9712bb9c84030/candidate_cn	i18n/overrides.tsv	0cbfffbcc7e9712bb9c84030	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	サポート	辅助	辅助	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:11;path-specific human/model patch without per-entry review provenance;commit=				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						bdbdb22b4f96d1a945e6a49c9496524787d11748704d84b2ae268e6c89f55b43	40d33aa115c4504dd18eddcd797c7f67e536690ca8d2d1872f0cd52deca1d9f6	c5153dd3e56c8731bfa9223a18e9a0a6640cd1a1d8c164aa417a1dfc9b8aeccf
1642	83	LOW-MT-02956	i18n/overrides.tsv#1ab2248a0b199885d09d23ca/candidate_cn	i18n/overrides.tsv	1ab2248a0b199885d09d23ca	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	が	还缺	还缺	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:30;path-specific human/model patch without per-entry review provenance;commit=				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						e3b21956ce958d2599e4e122f5395b8bb776552bd4ceae0c6bec80e4f73a2905	462413f016af7dbedbd6910585b2eeca87072e552bec9813c7d5ae8fcb962941	b3afbb3ff231bc842e51d41d27349a852123f9d17f74c5708483aa8e390f4828
1643	83	LOW-MT-02957	i18n/overrides.tsv#4e16f86739b9de550d60e1af/candidate_cn	i18n/overrides.tsv	4e16f86739b9de550d60e1af	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	を	进行	进行	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:34;path-specific human/model patch without per-entry review provenance;commit=				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						98aa8c57ac91533629ca9c0b28c906719174eaec2efc8675255e93d62bbe217f	760aa1681047cfcaa9b465cc6bf765ba4fb34289ec3945a306fb3e3783fd63f1	bc3934b6e48037c7a37fa9019c9db97e5e712786327f1a9e98bf0d2e5fb29b81
1644	83	LOW-MT-02958	i18n/overrides.tsv#544a86cc11b297971a75f8b4/candidate_cn	i18n/overrides.tsv	544a86cc11b297971a75f8b4	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	を	<DELETE>	<DELETE>	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:35;path-specific human/model patch without per-entry review provenance;commit=				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						98aa8c57ac91533629ca9c0b28c906719174eaec2efc8675255e93d62bbe217f	d63843c3ae8e17985602bf4215796f0087c62ba3a3604c4f2a355b877ed82dd7	90e3ecb3edd8c5a5fe0cd2ae5be651f8a21abd7155b772565350c108ec7e1082
1645	83	LOW-MT-02959	i18n/overrides.tsv#9c82525110083e729f3757c4/candidate_cn	i18n/overrides.tsv	9c82525110083e729f3757c4	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	サポート	辅助	辅助	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:12;path-specific human/model patch without per-entry review provenance;commit=				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						bdbdb22b4f96d1a945e6a49c9496524787d11748704d84b2ae268e6c89f55b43	40d33aa115c4504dd18eddcd797c7f67e536690ca8d2d1872f0cd52deca1d9f6	16615ea3217f8f26f433ce446dff370910c3bca0db312b6a73fe84f836ddfcf7
1646	83	LOW-MT-02960	i18n/overrides.tsv#bff3da96de080559ea88f923/candidate_cn	i18n/overrides.tsv	bff3da96de080559ea88f923	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	を	已设为	已设为	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:33;path-specific human/model patch without per-entry review provenance;commit=				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						98aa8c57ac91533629ca9c0b28c906719174eaec2efc8675255e93d62bbe217f	ca9f2ee4d70e1cf71b0c59f5f5ed6bb6c1d0f9f707098da86ae653997092e672	0de6b804deb07454a502e37d1b04eb989112e62511f0ab139838dda812029f50
1647	83	LOW-MT-02961	i18n/overrides.tsv#c17d0e473c431f9d5538c455/candidate_cn	i18n/overrides.tsv	c17d0e473c431f9d5538c455	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	サポート	辅助	辅助	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:13;path-specific human/model patch without per-entry review provenance;commit=				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						bdbdb22b4f96d1a945e6a49c9496524787d11748704d84b2ae268e6c89f55b43	40d33aa115c4504dd18eddcd797c7f67e536690ca8d2d1872f0cd52deca1d9f6	426fce40127ae6e5a49ca4078f1109b4765b0a5b04cb530824074fefd817175b
1648	83	LOW-MT-02962	i18n/overrides.tsv#cf0612f8578f76e17b276704/candidate_cn	i18n/overrides.tsv	cf0612f8578f76e17b276704	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	が	提高	提高	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:32;path-specific human/model patch without per-entry review provenance;commit=				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						e3b21956ce958d2599e4e122f5395b8bb776552bd4ceae0c6bec80e4f73a2905	1686f268e494583ff8cf3aaabd8fc14449afcefaf9b90e3880787d4cd5970e61	11d27b00b122dbfb03200a0e03c622717c802aa691ac8c7ad298cc8bb82be534
1649	83	HISTORY-LLM-001	magica/js/libs/doppelList.json#102000/title@pass8-history	magica/js/libs/doppelList.json	102000	title	historical-pass8-llm-comparison-only	review-history-only	其姿态为，天华	其姿态为天华	其姿态为天花	true	false	official-or-wiki	resolved_to_wiki_or_wiki_equivalent	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102000/title		其姿态为天花		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						e8663b616a0e505cd3f3e673d6d56e8afdfb8f0c89002ac2dd18db2fc725d67e	f3cfc2015aaf545ca641299cf71874ae316bfa10ff5d6e6afd40ca137cab55dd	7654bdacd00ef592c6ce2766562103ca7836d26a66723bf760d074ec578180e6
1650	83	HISTORY-LLM-002	magica/js/libs/doppelList.json#102000/description@pass8-history	magica/js/libs/doppelList.json	102000	description	historical-pass8-llm-comparison-only	review-history-only	この感情の主は極楽の世を夢見ながらも、自分の根幹をドッペルに奪われる。意識を持たないこのドッペルは、ただその根を伸ばして地中からエネルギーを吸い上げると大輪の花を咲かせる。その花は空を包み込むと全てを覆い尽くすまで成長し、複雑な模様を万華鏡のように動かして、見る人々の思考を停止させると、鱗粉のような花粉を吸い込ませて楽土へと誘ってしまう。その極楽への道を人々は他の人々に伝えて広めていくが、それが本当に幸せかどうかはわからない。何をしても止まらないが、その根を抜くとすぐに枯れて消えてしまう。	这份感情的主人虽梦想着极乐世界，却被魔女化身夺走了自身的根基。没有意识的魔女化身只会不断伸展根须，从地底汲取能量，令一朵硕大的花绽放。花朵会一路生长，直至包裹天空、覆盖一切，并让复杂的纹样如万花筒般流动，使目睹者停止思考；随后又让他们吸入如鳞粉般的花粉，将其引向乐土。人们还会把这条通往极乐的道路传给更多人，但那是否真的称得上幸福，无人知晓。无论采取什么手段都无法阻止它，然而只要拔除根系，它便会立刻枯萎消散。	这份感情的主人梦想着进入极乐，自身的根基却已被魔女化身夺走。没有自我意识的这一魔女化身只会将根探入地底汲取能量，直至绽出硕大的花朵。那花朵一旦包覆天空便欲求着吞没全部，如万华镜般播散出纷繁的纹理，夺走目击者们的思考能力，令其吸入漫天飞舞的微小花粉，带至极乐之境。人们会不断地向他人传唱那样的极乐之路，却无法知晓那是否便是真正的幸福。无论做什么都无法将魔女化身停止，但只要将根拔出便会顷刻之间枯萎消失。	true	false	official-or-wiki	resolved_to_wiki_plus_official_cn_term	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102000/description		这份感情的主人梦想着进入极乐，自身的根基却已被Doppel夺走。没有自我意识的这一Doppel只会将根探入地底汲取能量，直至绽出硕大的花朵。那花朵一旦包覆天空便欲求着吞没全部，如万华镜般播散出纷繁的纹理，夺走目击者们的思考能力，令其吸入漫天飞舞的微小花粉，带至极乐之境。人们会不断地向他人传唱那样的极乐之路，却无法知晓那是否便是真正的幸福。无论做什么都无法将Doppel停止，但只要将根拔出便会顷刻之间枯萎消失。		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						8c1b4d4533c909884a2d84005df7b41002c59c91e540dfbc5434612ba5e2df88	eded5993d0b3800ac6641813bef3a1cc555c64c77d811aba51c22ffe2d38b0b3	a464f820e5371367da42ba710b8c90c6acce488ccccf9e22fe9e6205d09a0806
1651	83	HISTORY-LLM-003	magica/js/libs/doppelList.json#102100/name@pass8-history	magica/js/libs/doppelList.json	102100	name	historical-pass8-llm-comparison-only	review-history-only	斩击强化[Ⅱ]	惩戒的魔女化身	责罚的魔女化身	true	false	official-or-wiki	resolved_to_wiki_or_wiki_equivalent	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102100/name		责罚的魔女化身		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						e3482353d4d4730ad83ed7febb21a6c8a5c8162e46ef7e63c7c2cf801d90c543	c317177f000923a48bf0d63f4bed39742bebfdc5c854af2bf6f856c3ce21d27f	d21c6234eacebfbd11eb6c583d56f855322a80556a82e0301aaa11f23ab31ae2
1652	83	HISTORY-LLM-004	magica/js/libs/doppelList.json#102100/title@pass8-history	magica/js/libs/doppelList.json	102100	title	historical-pass8-llm-comparison-only	review-history-only	其姿态为，狱卒	其姿态为狱卒	其姿态为狱卒	true	false	official-or-wiki	resolved_to_wiki_or_wiki_equivalent	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102100/title		其姿态为狱卒		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						e40ea1a2916cd6e584ae264b7e751147e02d99ee5fa07b65d275cf75180958ec	a0ee61b8ad8d78612fbc38e59b00284adf6a9d58b2cf04d131bada0738d04e69	bf956a9aeb7129437544d0a3746359a187754eb287446138bb60475a97ad3f4f
1653	84	HISTORY-LLM-005	magica/js/libs/doppelList.json#102100/description@pass8-history	magica/js/libs/doppelList.json	102100	description	historical-pass8-llm-comparison-only	review-history-only	この感情の主は、内に溜め込んだ感情を支配できず、膨れあがった感情に取って代わられるように支配された。その影響で、本来生じるはずだったドッペルは感情を表す赤子の肉芽に支配され、成長を助けるようにエネルギーを常に吸われている。その肉芽は理性の欠片もない本能の塊で、気に食わないものを感情のまま潰し、自由にエネルギーを食むだけの存在。言葉で説明しようとする時もまれにあるが、洞窟から空気が漏れるような声しか出ず、何かが伝わることはない。＠満腹時はご機嫌だが、少し食べ過ぎると口からエネルギーを吐いてしまうらしい。	这份感情的主人无法驾驭积压在心中的情绪，反而像被不断膨胀的感情取而代之一般遭到支配。受此影响，本应诞生的魔女化身也被象征感情的婴儿状肉芽占据，并持续被它吸取能量，以供其成长。那团肉芽毫无理性，只是本能的集合体；凡是不合心意的事物，都会被它随情绪碾碎，而它只顾随意吞食能量。它偶尔似乎也想用语言说明什么，却只能发出如空气从洞穴中漏出的声音，什么也传达不了。＠吃饱时它会心情很好，但稍微吃多一点，似乎就会从口中吐出能量。	这份感情的主人未能主导内心不断累积的感情，反倒受日渐膨胀的感情代为支配。受其影响，本应长成的魔女化身被象征着感情的婴芽寄生，被夺走成长的能量。那些肉芽不过是无理性可言的小兽，不合心意的东西都由性子毁坏，只会不断吸食能量。时而它们也会想要用语言说明些什么，却只能够发出宛如空穴来风的声音，无法传达任何事物。＠饱足时显得乖巧温顺，不过一旦过饱就会从口中呕出能量。	true	false	official-or-wiki	resolved_to_wiki_plus_official_cn_term	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102100/description		这份感情的主人未能主导内心不断累积的感情，反倒受日渐膨胀的感情代为支配。受其影响，本应长成的Doppel被象征着感情的婴芽寄生，被夺走成长的能量。那些肉芽不过是无理性可言的小兽，不合心意的东西都由性子毁坏，只会不断吸食能量。时而它们也会想要用语言说明些什么，却只能够发出宛如空穴来风的声音，无法传达任何事物。＠饱足时显得乖巧温顺，不过一旦过饱就会从口中呕出能量。		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						226340e47936db74814ad5ff79787457ddefee5ef61da96c882731e5af577088	557108f333b5e7ee02e3f1c3ef1c1e46523c1a84452aecacdbd2919650ec57f8	f5219db5306af9a1129e266840365a228affba0c0f6cd6d79cf26b11fb5e3c8f
1654	84	HISTORY-LLM-006	magica/js/libs/doppelList.json#102200/title@pass8-history	magica/js/libs/doppelList.json	102200	title	historical-pass8-llm-comparison-only	review-history-only	其姿态为，战车	其姿态为战车	其姿态为战车	true	false	official-or-wiki	resolved_to_wiki_or_wiki_equivalent	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102200/title		其姿态为战车		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						1b3e90da3e68874dce2846349ae8cf9ff19a018fe7cba460abf310fff937ff63	3a2a7d72213722277558c135a16255bfce64cb56d594a43bf1aae9200a2124de	437ebc80ec22b16bb5dc232a418bb580ced6784641db94f97dcda2ea71f5905e
1655	84	HISTORY-LLM-007	magica/js/libs/doppelList.json#102200/description@pass8-history	magica/js/libs/doppelList.json	102200	description	historical-pass8-llm-comparison-only	review-history-only	この感情の主は他者のためにあることを至極の喜びだと感じ、自身の事になると怠惰を極めるので、己の分身である存在を引っ張ることに複雑な気持ちが拭えない。＠このドッペルは主の力を原動力にしているため、自ら進んで行動をすることはできないが、主によって投げられると、その重厚かつ頑強な体を打ち付けて、たちまち相手を潰してしまう。ドッペル自身は人の役に立てることに喜びを感じているので、抱擁するつもりで飛びこんでいるのだが、投げられると体から巨大な刃が出てきてしまうので、いつも失敗だと思っている。	这份感情的主人把为他人而存在视作至高的喜悦，却在面对自己的事情时懒散到了极点，因此对于拖动这个如同自身分身般的存在，始终无法摆脱复杂的心情。＠这名魔女化身以主人之力为动力，无法主动行动；但一旦被主人投掷出去，便会以厚重而坚固的身躯撞上目标，瞬间将对方压碎。魔女化身本身以帮助别人为乐，所以每次都是抱着拥抱对方的心情飞扑过去，可被扔出去时，身体又会伸出巨大的刀刃，因此它总觉得自己又失败了。	这份感情的主人将为他人着想一事作为极大的喜悦，但转到自己身上时便会无限地怠惰下去，因而对于牵引着作为自己分身的存在一事抱有复杂的情感。＠这个魔女化身以主人的力量作为原动力，无法自主行动。但只要被主人抛出，魔女化身将以其庞大而结实的身体冲击敌人，轻易地粉碎对方。＠魔女化身自身因能够为他人派上用场而感到喜悦，本是想要拥抱对方才向其飞去的，但由于被抛出时会从体内伸出巨大的刀刃，总是因此感到失败。	true	false	official-or-wiki	resolved_to_wiki_plus_official_cn_term	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102200/description		这份感情的主人将为他人着想一事作为极大的喜悦，但转到自己身上时便会无限地怠惰下去，因而对于牵引着作为自己分身的存在一事抱有复杂的情感。＠这个Doppel以主人的力量作为原动力，无法自主行动。但只要被主人抛出，Doppel将以其庞大而结实的身体冲击敌人，轻易地粉碎对方。＠Doppel自身因能够为他人派上用场而感到喜悦，本是想要拥抱对方才向其飞去的，但由于被抛出时会从体内伸出巨大的刀刃，总是因此感到失败。		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						7cf41a2cdacce71526bc9c021dd5dd2cd874efe3152a47440e2a89a12e923d88	7a0c0a5cb3043cdb3c638baa256451addcaeac4a991c30ebae22a9cfd351751c	0c94cef48750b6609c4d8670d9b70d48cf97637c1cef7a6e552aed0042af2790
1656	84	HISTORY-LLM-008	magica/js/libs/doppelList.json#102300/name@pass8-history	magica/js/libs/doppelList.json	102300	name	historical-pass8-llm-comparison-only	review-history-only	Magia强化[Ⅱ]	恶果的魔女化身	恶果的魔女化身	true	false	official-or-wiki	resolved_to_wiki_or_wiki_equivalent	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102300/name		恶果的魔女化身		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						54e02f51a98b9ae60a6a97102fbb647704a89582cbed64a60d599f2b231cb0cf	d38dd4fdd9fbeb0b454a14c84521860485663e8332242d4bc9049ac9dae0ae88	5e24dad3e8de9841025ae373fa0673b1db9180249ebe58354b04e3ba8631b298
1657	84	HISTORY-LLM-009	magica/js/libs/doppelList.json#102300/title@pass8-history	magica/js/libs/doppelList.json	102300	title	historical-pass8-llm-comparison-only	review-history-only	其姿态为，丛云	其姿态为丛云	其姿态为丛云	true	false	official-or-wiki	resolved_to_wiki_or_wiki_equivalent	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102300/title		其姿态为丛云		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						4f7ef72199d1a5e6d5cfa11d73f15cbe87815210af53e1be7502090ab52f03c6	9dca19d59acc643f62313465fb3d8ae9ae11699b31e0b466767d489580a0277a	0fa7187508a3b48f27620505037698412aaf50cd7c308be1b1d825f2e3f01dad
1658	84	HISTORY-LLM-010	magica/js/libs/doppelList.json#102300/description@pass8-history	magica/js/libs/doppelList.json	102300	description	historical-pass8-llm-comparison-only	review-history-only	この感情の主は非情の皮を被った有情の者。やむを得ず他を傷つけることへの自責が拭えず、その苦境から逃れる為に再び傷付けることで、負の連鎖を繰り返す。＠このドッペルはそんな主を捕らえると、苦しみから解き放つために首を刎ね、その瞬間だけ責任を取るという解放感を与える。だが頭が良い主は、全てが自己満足のまやかしであることに気付いて懊悩すると、解放されない自責を固めてひとつの巨人となり、行き場のない感情を八つ当たりという形で解放しようとする。＠こうして罪は断じられることも散ることもなく、群がり続けるだろう。	这份感情的主人，是披着无情外衣的有情之人。她无法摆脱因迫不得已伤害他人而产生的自责，为逃离困境又再次伤人，反复陷入负面的连锁。＠魔女化身会将这样的主人捕获，为使她摆脱痛苦而斩下她的头，只在那一瞬间给予她“已经承担责任”的解脱感。然而聪慧的主人察觉这一切不过是自我满足的幻象，陷入苦恼；无法释放的自责凝结成一个巨人，试图以迁怒的方式宣泄无处可去的感情。＠于是罪既不会受到裁决，也不会消散，只会继续聚集。	这种感情的主人是披着无情之皮的有情之人。对于不得已伤害他人的自责无法抹去，为了从困境中逃脱而再次伤害对方，反复进行负面的连锁。＠这只魔女化身捕获了这样的主人后，为了从痛苦中解放出来而砍头，只在那一瞬间承担责任，给人一种解放感。但是头脑聪明的主人，发现一切都是自我满足的欺骗而烦恼的话，就会坚定无法解放的自责成为一个巨人，以发泄无处发泄的感情的形式解放出来。＠这样罪就不会被断也不会散落，会一直聚集在一起吧。	true	false	official-or-wiki	resolved_to_wiki_plus_official_cn_term	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102300/description		这种感情的主人是披着无情之皮的有情之人。对于不得已伤害他人的自责无法抹去，为了从困境中逃脱而再次伤害对方，反复进行负面的连锁。＠这只Doppel捕获了这样的主人后，为了从痛苦中解放出来而砍头，只在那一瞬间承担责任，给人一种解放感。但是头脑聪明的主人，发现一切都是自我满足的欺骗而烦恼的话，就会坚定无法解放的自责成为一个巨人，以发泄无处发泄的感情的形式解放出来。＠这样罪就不会被断也不会散落，会一直聚集在一起吧。		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						c56c3736264de62b082961a796aaaed70cea6f57722fb4c1dced16a26510c33b	4683d9cd8add24a31fa6079b5007cf371ec09b4b4ea6e25e46b7b113b7f6602d	8a11ba5fc73591fa3168f978041f7796fa683d08060166683d14af0cb1093e7d
1659	84	HISTORY-LLM-011	magica/js/libs/doppelList.json#102400/name@pass8-history	magica/js/libs/doppelList.json	102400	name	historical-pass8-llm-comparison-only	review-history-only	鼓励的魔女化身	纵情的魔女化身	奖励的魔女化身	true	false	official-or-wiki	resolved_to_wiki_or_wiki_equivalent	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102400/name		奖励的魔女化身		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						4f5190ae113147fd15a2a82f50e10bf6536ba3ffd496db49cb29c6a38fd0e40f	d55fcf208cc116d99811b0a73b484c88271ccf0634dd6ce7589dee8526a9bf00	cc93c529be3a30f0f47f503163ea946ee08430548ece6f04ca5dc6d845ad9953
1660	84	HISTORY-LLM-012	magica/js/libs/doppelList.json#102400/title@pass8-history	magica/js/libs/doppelList.json	102400	title	historical-pass8-llm-comparison-only	review-history-only	其姿态为，飞艇	其姿态为飞艇	其姿态为飞行船	true	false	official-or-wiki	resolved_to_wiki_or_wiki_equivalent	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102400/title		其姿态为飞行船		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						dd9ca1123e0e22d27f178a0707e62f82e916f8d55717f61ff87b46e4392bd1bb	bd00cbc4c91a3beaec7cffc90b6801d1605585ca65a054d66a8319f2e4e7b85e	89150a935b1bf445cff29f0a52a3771f050d4425e47528f1d0dbde78d44b12cc
1661	84	HISTORY-LLM-013	magica/js/libs/doppelList.json#102400/description@pass8-history	magica/js/libs/doppelList.json	102400	description	historical-pass8-llm-comparison-only	review-history-only	この感情の主は、身と心の内に溜め込んだ膨大なエネルギーを今にも発散させようとしているドッペルに対し、自らも盛大なエールを送りながらドッペルと共に鬱憤を晴らそうとしている。＠このドッペルは自制を悪とするほど、思ったことを全てやることを奨めており、自らも一切の我慢をしない。それは食や睡眠のみならず、突発的な破壊衝動にまで及び、主を連れながら周りを壊して回る。もしも止めさせようと外から圧力をかけようものなら、不満が限界を超えて爆発し、周囲の全てを消し飛ばす。	这份感情的主人面对即将把积蓄于身心中的庞大能量一口气释放出来的魔女化身，自己也会高声为它助威，打算与它一同发泄郁闷。＠这名魔女化身甚至把克制视为恶，鼓励将一切念头付诸行动，自己也绝不忍耐。它的放纵不只涉及饮食和睡眠，还延伸到突如其来的破坏冲动，会带着主人四处毁坏。若有人试图从外部施压阻止它，不满便会突破极限并爆发，将周围的一切全部轰飞。	这个感情的主人，是能够释放在身体和心里积蓄的庞大的能源的魔女化身，自己也一边发送巨大的声波一边与魔女化身一起打算消除忧愤。＠这只魔女化身推荐把自己的想法全部做出来，甚至把自己的克制当作坏事，自己也不忍耐。那不仅是饮食和睡眠，甚至是突发的冲动，带着主人到处破坏。如果想要阻止她而从外面施加压力的话，不满就会超越界限爆发，把周围的一切都消灭掉。	true	false	official-or-wiki	resolved_to_wiki_plus_official_cn_term	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102400/description		这个感情的主人，是能够释放在身体和心里积蓄的庞大的能源的Doppel，自己也一边发送巨大的声波一边与Doppel一起打算消除忧愤。＠这只Doppel推荐把自己的想法全部做出来，甚至把自己的克制当作坏事，自己也不忍耐。那不仅是饮食和睡眠，甚至是突发的冲动，带着主人到处破坏。如果想要阻止她而从外面施加压力的话，不满就会超越界限爆发，把周围的一切都消灭掉。		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						c4ebe263a5de197ed140635d91db079dcbc48284ae91c874df90d618b3dfb5a4	f7838e0d4895714570390cc68b44f5c3d01d7a65c1138a773979d00a281fa042	3fd2b3fb76cf2ffc50599cf7b6d046e07fcde86d000fb11e3ab4c54e0329b6a6
1662	84	HISTORY-LLM-014	magica/js/libs/doppelList.json#102500/name@pass8-history	magica/js/libs/doppelList.json	102500	name	historical-pass8-llm-comparison-only	review-history-only	Accele强化[Ⅱ]	安宁的魔女化身	安宁的魔女化身	true	false	official-or-wiki	resolved_to_wiki_or_wiki_equivalent	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102500/name		安宁的魔女化身		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						8d2f17346442b2067652166af36c31c728223837f035746173c9c0d6ffe7e7b0	b82f9020938b3c004c8dc17a27caf8b95364a847b7bbfa86de881bff1582a99a	b012c2d7bcc538a655273afdb58691c25723eb8092d34c27b661b437b10edd3f
1663	84	HISTORY-LLM-015	magica/js/libs/doppelList.json#102500/title@pass8-history	magica/js/libs/doppelList.json	102500	title	historical-pass8-llm-comparison-only	review-history-only	其姿态为，千手	其姿态为千手	其姿态为千手	true	false	official-or-wiki	resolved_to_wiki_or_wiki_equivalent	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/102500/title		其姿态为千手		not-reviewed-ds	manual-required	"[""keep-authority"",""unresolved""]"						03fe37244bad7229e5034d804247bef529b2a91e373c817c9325852c8f27ee9f	b88f3d92ed5f0e7ce1ba725a7055a1ae119b08a4517ae6ee1cbc40212643a66d	e6b896cb253059b0b9d7a89bef3cf83b87433f0da7e2beed780b74f62e71608a
