# 经逐项证据核验的高权重候选；四张迁移表之外的显式来源层，不得由低权重译文覆盖。
# scope	path_prefix	source_text	candidate_cn	status	authority	source_batch	source_locator	source_sha256	match_method	machine_translated	confidence	review_status	evidence
global		マギア強化	魔法强化	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/template/chara/CharaComposeMagia.html#div#CharaComposeMagia/div#giftWrap/div.bottomWrap:nth-of-type(3)/div#mainBtn/p.ts_pink:nth-of-type(1)	98e498a074046288edfd59ad4a01e4d3a04b5cced304843fa3a3da4f2532ebab	exact-path-dom-match	false	exact	official-source-verified	LOW-MT-01889; official and JP trees share template/chara/CharaComposeMagia.html; rejected ambiguous alignments are recorded in the Pass20 review table
global		編成コピー確認	复制编队确认	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/formation/DeckFormation.js#literal	5d8f1941aa3bec626309b8f6f44f60f5770b1341499d0f0b26a84845307e0b6d	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-01893; official and JP trees share js/formation/DeckFormation.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		開始する	开始	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/regularEvent/groupBattle/RegularEventGroupBattleSelectUnion.js#ordered literal block	d5f92b92409f8c2d3215021ccb6f5a3f21356761ff74059a575ad8bd207ea9ca	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-01899; official and JP trees share js/regularEvent/groupBattle/RegularEventGroupBattleSelectUnion.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		陣形の前列は敵の攻撃を受けやすくなるため@防御力が高い魔法少女を配置しましょう	由于阵形前列易受敌人攻击@请将防御力高的魔法少女配置在前列	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/_common/nativeCommand.js#nativeCommand ordered object	b4fcf7e4d0eff5c8d729371750875fce6b49c8c91fd0cb290eabebe1b3be0474	same-object-order-context-match	false	high	official-source-verified	LOW-MT-01909; official and JP trees share js/_common/nativeCommand.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		メモリアセットの内容が変更されています。	记忆结晶组合的内容已更改。	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/memoria/MemoriaEquip.js#ordered literal block	a02b3e922e0b2c14ce4ff062572364b7fecea2decd7b57eb5986de58c6384327	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-01910; official and JP trees share js/memoria/MemoriaEquip.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		Accele性能アップ	Accele性能提升	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/chara/CharaEnhancementTree.js#literal	abf2ed0e8691a88b8950a67ac0fd10d380cebbba30fc9108856b2535a0bb25cc	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-01915; official and JP trees share js/chara/CharaEnhancementTree.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		ガチャを引く	抽取扭蛋	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/campaign/box_gacha/CampaignBoxGachaTop.js#ordered literal block	7852247526169047240c4d1081b9c93bc4bf3c0b757966f246fe684f7408a55e	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-01920; official and JP trees share js/campaign/box_gacha/CampaignBoxGachaTop.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		エラー	错误	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/camera/CameraTop.js#literal	72238d217e14862dd16b4bc4c71acd14b6816196e857e053bcaf809720373ade	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-01925; official and JP trees share js/camera/CameraTop.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		レアリティ	稀有度	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/event/accomplish/EventAccomplishRecovery.js#ordered literal block	99592398dc53c507c54239c920c7aa71812c0fb34f2bc548be6854bcbe203386	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-01927; official and JP trees share js/event/accomplish/EventAccomplishRecovery.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		<span>または</span>	<span>或者</span>	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/event/branch/EventBranchTop.js#literal	df00d2ad307c369aabb54f8bf751a1564d288040c96a2a9ecd9e6969e2b56c14	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-01928; official and JP trees share js/event/branch/EventBranchTop.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		Blastディスクは2枚め、3枚めで@攻撃するほどダメージが上昇します	使用第2、第3枚Blast行动盘@攻击时的伤害增大	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/_common/nativeCommand.js#nativeCommand ordered object	b4fcf7e4d0eff5c8d729371750875fce6b49c8c91fd0cb290eabebe1b3be0474	same-object-order-context-match	false	high	official-source-verified	LOW-MT-01934; official and JP trees share js/_common/nativeCommand.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		回復が必要な魔法少女は存在しません	没有需要回复的魔法少女	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/template/event/accomplish/EventAccomplishRecovery.html#div#EventAccomplishRecovery/div#charaOuterWrap/p.recoveryCaution.ts_white:nth-of-type(1)	159403e0b19098d224895d59ccb725e908ea75feb1dc1d9dc72d35346ee8976a	exact-path-dom-match	false	exact	official-source-verified	LOW-MT-01940; official and JP trees share template/event/accomplish/EventAccomplishRecovery.html; rejected ambiguous alignments are recorded in the Pass20 review table
global		\\x3cp\\x3eガチャでは魔法少女やメモリアを手に入れることができます\\x3cbr\\x3e特別に選んだ魔法少女1体を必ずもらえるガチャを用意しました\\x3cbr\\x3e好きな魔法少女を選んでみましょう\\x3c/p\\x3e	\\x3cp\\x3e在扭蛋中可以获得魔法少女或记忆结晶\\x3cbr\\x3e另外还特意准备了必出1名可选魔法少女的扭蛋\\x3cbr\\x3e从中选择您喜欢的魔法少女吧\\x3c/p\\x3e	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/util/TutorialUtil.js#ordered literal block	0ba194d23f8397e8f8ea13307e5cbaf8cbf4663dee55a0c66f93ec2d932b3592	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-01943; official and JP trees share js/util/TutorialUtil.js; rejected ambiguous alignments are recorded in the Pass20 review table
